"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","symbol","entrez","FoldChange"
"ENSG00000269124",13549.620712656,-1.13577305972613,0.328739735944066,-3.4549308633605,0.000550433948797948,0.118438576611287,"DOWN","AC007193.2",NA,-2.19736275618852
"ENSG00000124440",412351.116709169,-0.953662494263941,0.276076485908522,-3.45434161524331,0.000551638130654504,0.118438576611287,"DOWN","HIF3A",64344,-1.93678323215512
"ENSG00000198743",260277.932506719,-0.689604762679378,0.200018194330353,-3.44771016950796,0.000565360357303966,0.119924285647686,"DOWN","SLC5A3",6526,-1.61284160764304
"ENSG00000277435",6814.51837577692,-0.775858581253374,0.225532634777535,-3.44011669095551,0.000581463427597013,0.120179677934954,"DOWN","AC138649.2",NA,-1.71220872330928
"ENSG00000225345",2850.94327878639,1.52771352643715,0.444873349687181,3.43404145811698,0.000594653237960744,0.120179677934954,"UP","SNX18P3",NA,2.88328515691934
"ENSG00000205517",64577.2343740594,-0.685319634753246,0.199570502758844,-3.43397258251822,0.000594804356382813,0.120179677934954,"DOWN","RGL3",57139,-1.60805821363625
"ENSG00000160229",2527.23992790057,0.746845076253432,0.217742065366299,3.42995311905875,0.000603685542353383,0.120179677934954,"UP","ZNF66",7617,1.67811905979212
"ENSG00000255974",2280.26684388364,0.855662139317754,0.250487353813493,3.41598937547506,0.000635507264335412,0.121834869242682,"UP","CYP2A6",1548,1.80958909357416
"ENSG00000204003",12220.0516328532,-1.15988390464228,0.33971902977401,-3.41424472280479,0.000639590985169792,0.121834869242682,"DOWN","AL355987.1",NA,-2.23439446457318
"ENSG00000279933",15124.7008882348,-0.8823637453195,0.258964046049916,-3.40728282083383,0.000656131012720891,0.121840060384518,"DOWN","AL031595.1",NA,-1.84339308674515
"ENSG00000138964",56047.5566566909,-0.763344037574437,0.224579948503929,-3.39898571826898,0.000676362480732847,0.121840060384518,"DOWN","PARVG",64098,-1.69742053677762
"ENSG00000170801",6056.47381304709,-1.30542526970659,0.384233386781909,-3.39748005929415,0.000680095443399124,0.121840060384518,"DOWN","HTRA3",94031,-2.47156572142982
"ENSG00000204657",5108.60784290667,-0.812194371013391,0.239487025604953,-3.39139195103267,0.000695385759341944,0.121840060384518,"DOWN","OR2H2",7932,-1.75588014501215
"ENSG00000275910",11607.4340553151,-0.740707793459138,0.218843001101893,-3.38465379166622,0.000712680821871261,0.121840060384518,"DOWN","AC138932.5",NA,-1.67099543657495
"ENSG00000242479",16728.0256820845,0.637831958395584,0.188617529302503,3.38161548798911,0.000720609349181636,0.121840060384518,"UP","AC109992.1",NA,1.55598910473433
"ENSG00000204152",40327.4090188388,0.608444030916306,0.180356982054577,3.3735540702948,0.000742044712983937,0.121840060384518,"UP","TIMM23B",100652748,1.52461400196955
"ENSG00000260641",36311.2436486644,0.735997953253207,0.218196180284124,3.37310191358449,0.000743264366346274,0.121840060384518,"UP","AC114811.2",NA,1.66554917885018
"ENSG00000154620",18695.6864855916,0.645757696916764,0.191564396986101,3.37096927757206,0.000749042106571805,0.121840060384518,"UP","TMSB4Y",9087,1.56456077076578
"ENSG00000163121",4588.81672580789,-0.830552397002039,0.246431500777178,-3.37031748937414,0.000750816236427913,0.121840060384518,"DOWN","NEURL3",93082,-1.77836615491839
"ENSG00000173991",58594.3173686289,-0.749552958050043,0.222685319754928,-3.36597382743931,0.000762739450074084,0.121840060384518,"DOWN","TCAP",8557,-1.68127178104544
"ENSG00000277142",4843.61366193653,0.764223349319661,0.227044640147744,3.36596075918093,0.000762775585809719,0.121840060384518,"UP","LINC00235",NA,1.69845541713505
"ENSG00000279196",41695.3485008411,-0.72458151778109,0.215402529383937,-3.36384869691842,0.000768636694466675,0.121840060384518,"DOWN","AC135048.4",NA,-1.65242124933196
"ENSG00000259721",2330.60242809939,1.11918598152288,0.332739363985689,3.36355148401082,0.000769464827291174,0.121840060384518,"UP","AC090877.2",100131315,2.17224372411298
"ENSG00000166750",52804.247444805,0.604161564609292,0.179826113432368,3.35969872827461,0.000780275104638252,0.121840060384518,"UP","SLFN5",162394,1.5200950793588
"ENSG00000132199",175795.545245601,0.894544606799837,0.266529414690947,3.35626973044271,0.000790014781684547,0.121840060384518,"UP","ENOSF1",55556,1.85902298360806
"ENSG00000232706",3540.1076806835,0.941451292032103,0.28061975922368,3.35490022027166,0.000793936157639926,0.121840060384518,"UP","NUTM2HP",NA,1.92045917041725
"ENSG00000267385",16230.4427820859,-0.899201212895961,0.268171221511128,-3.35308616573031,0.000799158231323872,0.121840060384518,"DOWN","AC011498.4",NA,-1.86503307118031
"ENSG00000142347",58027.0562538264,-0.678761807667117,0.203582565452499,-3.33408612942098,0.000855801534363349,0.125620111965425,"DOWN","MYO1F",4542,-1.60076530938922
"ENSG00000260325",3003.16105549675,-0.962679375480312,0.288970629217629,-3.33140907118038,0.000864075237439435,0.125620111965425,"DOWN","HSPB9",94086,-1.94892608435261
"ENSG00000238171",8215.62304246265,-1.024803176347,0.307687094104263,-3.33066675848202,0.000866382525107272,0.125620111965425,"DOWN","AC068196.1",NA,-2.03468177819161
"ENSG00000255568",3274.8153100301,0.630347020434157,0.189296819480948,3.32993983819997,0.000868647504494362,0.125620111965425,"UP","BRWD1-AS2",103091865,1.54793728377303
"ENSG00000102362",95941.8702638715,-1.06441006350214,0.320491434561696,-3.32118100116412,0.000896373852882354,0.125620111965425,"DOWN","SYTL4",94121,-2.09131453939096
"ENSG00000105366",31760.9221848734,-0.977799786822639,0.294841152478547,-3.31636129693186,0.000911978444614846,0.125620111965425,"DOWN","SIGLEC8",27181,-1.96945955074442
"ENSG00000188511",8023.58977092818,-0.818863801761065,0.24694699994259,-3.3159495841271,0.000913323037521426,0.125620111965425,"DOWN","C22orf34",348645,-1.76401618983465
"ENSG00000234062",8966.42704653796,-0.691494834216014,0.208808802643649,-3.31161725684579,0.000927583578186459,0.125620111965425,"DOWN","AL390879.1",NA,-1.61495597252501
"ENSG00000177464",57233.5088567751,-1.05036554619328,0.317364043783312,-3.30965516342627,0.000934109755972796,0.125620111965425,"DOWN","GPR4",2828,-2.07105453944222
"ENSG00000111087",19619.9827628242,-1.03637290930235,0.31331647881936,-3.3077510420378,0.000940483761013882,0.125620111965425,"DOWN","GLI1",2735,-2.05106456855018
"ENSG00000120694",1982598.27210274,-0.746203457186629,0.225822174289754,-3.30438522936712,0.000951849401315419,0.125620111965425,"DOWN","HSPH1",10808,-1.67737290501698
"ENSG00000134489",535.679902827649,-1.80974099475582,0.548668207492273,-3.29842511383587,0.000972288105968947,0.125620111965425,"DOWN","HRH4",59340,-3.50579343803354
"ENSG00000273113",6598.96303432978,-1.124650615838,0.340974934230056,-3.29833809742505,0.000972589494445449,0.125620111965425,"DOWN","AC133528.1",NA,-2.18048734263203
"ENSG00000173530",31285.2485618385,-1.0831374374754,0.329744589834959,-3.28477697850183,0.00102063125117074,0.129288463742054,"DOWN","TNFRSF10D",8793,-2.11863849057602
"ENSG00000236326",11567.4286475509,0.656629830944778,0.20006610437759,3.28206436061505,0.00103050081298699,0.129889244263808,"UP","AL050331.2",NA,1.57639582199729
"ENSG00000258365",2599.91175596001,0.791419927244727,0.242691686646368,3.26100962987629,0.00111016269917878,0.13316549603069,"UP","AC073655.2",NA,1.73077708754441
"ENSG00000243927",273065.473037204,-0.619357174218925,0.190057548701232,-3.25878755382954,0.00111889420992763,0.13316549603069,"DOWN","MRPS6",64968,-1.53619054393
"ENSG00000204516",9601.61262672426,-0.756367909758778,0.233024228061964,-3.24587668865767,0.00117089544921393,0.137975052120163,"DOWN","MICB",4277,-1.68923250058428
"ENSG00000267586",1620.45574673326,1.07524463957315,0.332004404425571,3.23864570843127,0.00120098657833412,0.140216566645598,"UP","LINC00907",284260,2.10707934165396
"ENSG00000077150",68935.8787579629,-0.657415205731087,0.203660386211204,-3.22799744202254,0.00124660088855168,0.143564598397356,"DOWN","NFKB2",4791,-1.57725421448223
"ENSG00000142627",31731.9928850278,-0.745181203091789,0.231095935828995,-3.22455347567515,0.00126169290245265,0.143986440016387,"DOWN","EPHA2",1969,-1.67618478561512
"ENSG00000176890",59007.8864816605,0.925069888094132,0.287042455636945,3.22276328789554,0.00126960425705031,0.144131100454602,"UP","TYMS",7298,1.89877622158724
"ENSG00000266947",5440.60461451682,0.821060110681805,0.254853304854031,3.22169693326941,0.0012743385238536,0.144131100454602,"UP","AC022916.1",NA,1.76670371211061
"ENSG00000136514",6291.6332293798,0.62980121226573,0.1956839360652,3.21846148912237,0.00128880276046866,0.145119190828771,"UP","RTP4",64108,1.54735177055594
"ENSG00000125089",67179.2987415479,-0.760422403171546,0.236677096690805,-3.2129108131023,0.0013139708507099,0.146625566633208,"DOWN","SH3TC1",54436,-1.69398653031946
"ENSG00000166825",15663.0548303677,-0.836693638932813,0.260618265512201,-3.21041826169948,0.00132541957871841,0.146625566633208,"DOWN","ANPEP",290,-1.78595241152886
"ENSG00000230825",1264.16244439415,-1.18856030674976,0.371483762615526,-3.19949463842349,0.00137668747831757,0.148277438567323,"DOWN","AC005532.1",101927354,-2.27925178708355
"ENSG00000128655",17453.6023248739,0.62127446755099,0.194236598007787,3.19854483615946,0.00138123053096065,0.148277438567323,"UP","PDE11A",50940,1.53823344682451
"ENSG00000001626",14638.9234513417,0.936010639778206,0.293041698213526,3.19412099194217,0.00140257320284704,0.148880882549812,"UP","CFTR",1080,1.91323042607652
"ENSG00000198515",1256.90879723682,1.22131388402481,0.382810583178859,3.19038693727593,0.00142082422822489,0.148880882549812,"UP","CNGA1",1259,2.33158961997599
"ENSG00000228570",9399.61738902011,0.627684191320763,0.196973547311369,3.18664206381247,0.00143934781259331,0.148880882549812,"UP","NUTM2E",283008,1.5450828407119
"ENSG00000110887",7306.46292342849,2.12316635958828,0.666431811611476,3.18587186655199,0.00144318499678409,0.148880882549812,"UP","DAO",1610,4.35649038660542
"ENSG00000281852",3448.40555818109,1.27156376443564,0.399443265280598,3.18334010098381,0.00145586499292082,0.148880882549812,"UP","LINC00891",NA,2.41423106838487
"ENSG00000177045",39998.0560260994,-0.644400271610196,0.202455131360646,-3.18292881627329,0.0014579345237352,0.148880882549812,"DOWN","SIX5",147912,-1.5630893748629
"ENSG00000042832",4132.34039933979,-0.747655373099366,0.235009953060612,-3.18137748364443,0.00146576505085816,0.148880882549812,"DOWN","TG",7038,-1.67906184844549
"ENSG00000230359",3335.21248479498,0.711607771921037,0.223735643728974,3.18057400269693,0.00146983593018254,0.148880882549812,"UP","TPI1P2",286016,1.63762811031122
"ENSG00000214562",35197.8588118532,0.650611353806315,0.204642727693401,3.17925469983508,0.00147654285406838,0.148880882549812,"UP","NUTM2D",728130,1.56983328454058
"ENSG00000181885",2916.31302000738,-0.919544297684205,0.289272059244909,-3.17882169499711,0.00147875025481207,0.148880882549812,"DOWN","CLDN7",1366,-1.89151772769174
"ENSG00000006747",49688.7309347829,-1.19353213719314,0.375648593772974,-3.17725703484056,0.00148675205388208,0.148880882549812,"DOWN","SCIN",85477,-2.28712011813808
"ENSG00000166359",3794.13503058025,0.690165753158361,0.217352715028339,3.17532611942932,0.00149668190459127,0.14907765612637,"UP","WDR88",126248,1.61346888138853
"ENSG00000267107",28167.0145333447,-0.946165754010848,0.298430379752478,-3.17047398054987,0.00152190462195815,0.150026916000213,"DOWN","PCAT19",100505495,-1.92674514278311
"ENSG00000180353",97864.5660481154,-0.854202350867076,0.269480791801401,-3.16980793011992,0.00152539732995132,0.150026916000213,"DOWN","HCLS1",3059,-1.80775899006844
"ENSG00000204390",59589.3688082327,-0.75534048303498,0.238638978228708,-3.16520163068697,0.00154975516227921,0.150433130407447,"DOWN","HSPA1L",3305,-1.68802992851328
"ENSG00000272418",148966.134243988,-0.588030320408922,0.185890165790732,-3.16332129732406,0.00155980080549437,0.150469772338106,"DOWN","AC090607.4",NA,-1.50319306959969
"ENSG00000165806",69464.3924441061,-0.622786719624343,0.196971952349266,-3.16180406497689,0.00156795026237458,0.150469772338106,"DOWN","CASP7",840,-1.53984668888504
"ENSG00000272512",21613.5237746976,-0.83637645681009,0.265076358507094,-3.15522840860102,0.00160372500357108,0.151951007009089,"DOWN","AL645608.7",NA,-1.78555980609602
"ENSG00000118322",86729.6641429317,0.821266129508994,0.260551035070638,3.15203556679919,0.00162136522734778,0.151992798220195,"UP","ATP10B",23120,1.76695601783406
"ENSG00000273141",1569.97149795525,0.907470676584179,0.288459771890392,3.14591761144773,0.00165566638141046,0.153520845037262,"UP","AP001269.4",NA,1.87575405438445
"ENSG00000277406",3073.57636129241,0.743173618894248,0.236755270854302,3.13899503150488,0.00169528322240743,0.155482031656516,"UP","SEC22B4P",NA,1.67385391059588
"ENSG00000257354",25721.470780515,0.632322438385952,0.201486978610165,3.13827942007788,0.00169942789724495,0.155482031656516,"UP","AC048341.1",NA,1.5500582569781
"ENSG00000248544",2120.64168955646,1.04026893201827,0.331725443855917,3.13593349948189,0.00171308043454085,0.155558755588145,"UP","AC008676.1",NA,2.05661098934727
"ENSG00000248184",2115.90720244397,0.938992983164773,0.299838779988912,3.13165956451496,0.00173821301997423,0.1561617973796,"UP","LINC02283",NA,1.91718955232931
"ENSG00000110077",47295.6751196141,-1.13658848478633,0.363823238727482,-3.12401288263414,0.00178402645627923,0.157944137937262,"DOWN","MS4A6A",64231,-2.19860507772515
"ENSG00000279811",8600.74419783754,1.22035910991031,0.390745368096511,3.12315694452171,0.00178922311379492,0.157944137937262,"UP","AC093330.2",NA,2.33004708681054
"ENSG00000271653",15563.1694899865,-0.886870851888743,0.284348294019585,-3.11895963697134,0.00181490821684276,0.158622162681055,"DOWN","AC097359.3",NA,-1.84916101442182
"ENSG00000248587",13821.7510539522,1.00757338306153,0.323657838797806,3.11308197201113,0.00185144586567232,0.158622162681055,"UP","GDNF-AS1",NA,2.0105265434419
"ENSG00000252481",2578.59919148889,0.703567101778524,0.226406136720649,3.10754430939573,0.00188648703350213,0.160217621005208,"UP","SCARNA13",677768,1.62852639363642
"ENSG00000233757",2644.51049268276,0.866629973035574,0.279294236868567,3.10292823350809,0.0019161610090617,0.160217621005208,"UP","AC092835.1",NA,1.82339860004814
"ENSG00000273145",4096.50503157822,0.590820861293736,0.190811053562194,3.09636601372866,0.00195908376609803,0.16326450621609,"UP","BX537318.1",NA,1.50610344292758
"ENSG00000172037",380110.280019893,-0.588623695698115,0.190520233833793,-3.08956001078406,0.00200453206405204,0.16326450621609,"DOWN","LAMB2",3913,-1.50381145467189
"ENSG00000168404",44058.7462030481,-0.814077958941051,0.263593011771433,-3.08838976219504,0.00201244340809714,0.16326450621609,"DOWN","MLKL",197259,-1.75817412574742
"ENSG00000259744",1663.16925219707,1.49310059251919,0.483463325121671,3.08834303438307,0.00201275990072698,0.16326450621609,"UP","AC009269.4",NA,2.81493301619818
"ENSG00000225449",45362.8414590057,0.826294530760592,0.268411230510737,3.07846482126812,0.00208070094007975,0.167880758971084,"UP","RAB6C-AS1",100131320,1.77312535059619
"ENSG00000087116",57649.218459819,-0.681905911516912,0.221614977969286,-3.07698476775076,0.00209105986015727,0.167936067264878,"DOWN","ADAMTS2",9509,-1.60425770415098
"ENSG00000086730",59443.3184875343,-0.668044378088265,0.21721544690976,-3.07549204070095,0.00210155537527386,0.167936067264878,"DOWN","LAT2",7462,-1.58891767541694
"ENSG00000160233",10234.6483210059,-0.785882115913718,0.255545190819726,-3.07531561596915,0.00210279902283269,0.167936067264878,"DOWN","LRRC3",81543,-1.72414620253089
