"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","symbol","entrez"
"ENSG00000159873",164042.344330235,-0.40006028046314,0.156336913833096,-2.55896237589953,0.0104985103081669,0.159354296732296,"DOWN","CCDC117","150275"
"ENSG00000166974",1525374.52905004,0.263801224749531,0.103109972244191,2.55844530851759,0.0105141357306109,0.159402606032889,"UP","MAPRE2","10982"
"ENSG00000276250",16461.1225948608,-0.469275820064501,0.183426597593317,-2.55838480472146,0.0105159654652607,0.159402606032889,"DOWN",NA,NA
"ENSG00000100116",140514.854872781,-0.311706801012504,0.121850968084257,-2.55809868327813,0.0105246220874895,0.159402606032889,"DOWN","GCAT","23464"
"ENSG00000233706",41263.6624144993,0.496899482785651,0.194255141550881,2.55797338911361,0.0105284148655896,0.159402606032889,"UP",NA,NA
"ENSG00000186312",90588.4891664798,-0.392129346527229,0.153370273971303,-2.5567493385361,0.0105655320926961,0.159645316129374,"DOWN","CA5BP1","340591"
"ENSG00000182054",503021.938352782,0.315022566016362,0.123213309065117,2.55672514930896,0.0105662667606503,0.159645316129374,"UP","IDH2","3418"
"ENSG00000260267",18587.279729049,0.692306198870375,0.27081446408855,2.5563856096106,0.0105765839548356,0.159645316129374,"UP",NA,NA
"ENSG00000160683",103586.448977321,-0.383987399631753,0.150222558362912,-2.5561234199201,0.010584556934974,0.159645316129374,"DOWN","CXCR5","643"
"ENSG00000240747",9614.19814474505,0.47898515837871,0.187387424460021,2.55612221449205,0.0105845936034248,0.159645316129374,"UP","KRBOX1","100506243"
"ENSG00000230102",3477.25274256825,1.0967116139081,0.42905365564142,2.55611763118195,0.0105847330261995,0.159645316129374,"UP","LINC02028","285389"
"ENSG00000248049",49413.7754267252,0.318782262800623,0.124723954506213,2.55590246526976,0.0105912801405138,0.159645316129374,"UP","UBA6-AS1","550112"
"ENSG00000226706",35833.7733636726,-0.254671452990685,0.0996664994436276,-2.55523625704071,0.0106115745133553,0.159776090182201,"DOWN","LOC101928525","101928525"
