"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","symbol","entrez","FoldChange"
"ENSG00000278735",978.882776076675,-0.8061362428973,0.389202669142097,-2.07125055096419,0.0383353877469007,NA,"DOWN","None",NA,-1.74852235714612
"ENSG00000267224",2762.41713014499,-0.697718080210746,0.336858696175871,-2.07124853278679,0.0383355762513135,0.279378699134212,"DOWN","AC005498.1",NA,-1.62193733431693
"ENSG00000162753",5099.53685783944,-0.610382221041844,0.294865852767555,-2.07003359430369,0.0384491986167597,0.279819324667847,"DOWN","SLC9C2",284525,-1.52666362268123
"ENSG00000275703",2607.530776491,-0.709360301931477,0.342693447626701,-2.06995583616816,0.038456480378063,0.279819324667847,"DOWN","U47924.3",NA,-1.63507895431623
"ENSG00000187726",3358.30114711855,0.720050954098468,0.347895025566396,2.0697362744011,0.0384770478521363,0.279819324667847,"UP","DNAJB13",374407,1.64724021187366
"ENSG00000079101",27315.070211151,0.622208130762695,0.300733328543165,2.06896965420109,0.0385489344167418,0.280175487090428,"UP","CLUL1",27098,1.53922926144034
"ENSG00000232937",1257.07414885057,0.662002884142623,0.320042973070652,2.06848123485117,0.0385947933748396,NA,"UP","AL589765.2",NA,1.58227776555512
"ENSG00000263326",2451.88785943893,0.919221691661713,0.444572393723672,2.06765355797837,0.0386726119525561,0.280391125432981,"UP","AC133552.4",NA,1.89109480616484
"ENSG00000279583",773.051765468384,0.927039032735014,0.448568969401875,2.06665885509453,0.0387663107611962,NA,"UP","AC009086.2",NA,1.90136964413748
"ENSG00000279636",1279.5191848373,0.880702221427895,0.42622007081344,2.06630865540207,0.0387993446725425,NA,"UP","LINC00216",55451,1.84127130872713
"ENSG00000260017",7242.64577640588,0.726529511275209,0.352152067364785,2.06311300885426,0.0391018924885311,0.281700303168934,"UP","AC138811.1",NA,1.65465393183801
"ENSG00000234509",1032.8537511915,0.99345550173001,0.48156795744399,2.0629601417066,0.0391164152608658,NA,"UP","AP000253.1",NA,1.99094794589362
"ENSG00000244255",68957.3192297199,-0.670094981732986,0.324941748547443,-2.06220033199319,0.039188667125428,0.281735699391334,"DOWN","AL645922.1",NA,-1.59117772134781
"ENSG00000283472",83415.3979077355,0.592315358226439,0.287280608499837,2.06180069486582,0.0392267148987994,0.281793926286392,"UP","None",NA,1.50766443340603
"ENSG00000186529",20985.8579096903,0.929687732811582,0.45101889412135,2.06130551276072,0.0392739026176382,0.281793926286392,"UP","CYP4F3",4051,1.90486364921062
"ENSG00000160111",64378.2864910198,-0.711350088215224,0.345146917531474,-2.06100663828283,0.0393024067808573,0.281793926286392,"DOWN","CPAMD8",27151,-1.63733563519757
