EnsemblID,Symbol,baseMean,log2FoldChange,FoldChange,StandardError,WaldStatistic,p-value,BHFDR_p-value
ENSG00000138161.8,CUZD1,74.51003724,0.368215624,1.290755391,0.123009748,2.993385729,0.002759008,0.047987566
ENSG00000228208.2,C1orf143,5.539321332,0.702473764,1.627292692,0.234679827,2.993328285,0.002759527,0.047987566
ENSG00000197935.6,ZNF311,29.48236645,-0.534252669,0.690516279,0.178497061,-2.993061434,0.002761941,0.047987566
ENSG00000106305.5,AIMP2,214.8024036,-0.212647354,0.862952255,0.071048038,-2.993008101,0.002762424,0.047987566
ENSG00000135723.8,FHOD1,393.2342113,0.353565355,1.277714365,0.11826034,2.989720442,0.002792329,0.048423628
ENSG00000231824.3,C18orf42,23.78962909,-0.695855596,0.617343092,0.232792406,-2.989167929,0.002797383,0.048423628
ENSG00000157005.3,SST,607.3159611,-0.643176019,0.640301805,0.215178,-2.989041723,0.002798539,0.048423628
ENSG00000125459.9,MSTO1,364.2905316,-0.269452649,0.829634245,0.090146851,-2.989041178,0.002798544,0.048423628
ENSG00000126838.5,PZP,25.17585534,-0.648867581,0.637780732,0.217104987,-2.988727207,0.002801421,0.048425748
ENSG00000268865.1,AC026310.1,15.22726783,-0.645679158,0.639191816,0.216067121,-2.988326756,0.002805095,0.048427382
ENSG00000183346.6,C10orf107,89.47471597,-0.579772017,0.669069499,0.194025907,-2.988116517,0.002807025,0.048427382
ENSG00000188368.5,PRR19,62.60967709,0.367714051,1.29030672,0.123102977,2.987044345,0.002816889,0.048478229
ENSG00000125347.9,IRF1,242.9762134,0.429494473,1.346761583,0.143805687,2.986630648,0.002820703,0.048478229
ENSG00000107821.9,KAZALD1,42.88319819,-0.45309406,0.730474563,0.151720208,-2.986379117,0.002823024,0.048478229
ENSG00000120889.8,TNFRSF10B,430.2788626,0.398177869,1.317842418,0.133335843,2.986277809,0.00282396,0.048478229
ENSG00000102781.9,KATNAL1,1057.660428,-0.200471891,0.870265862,0.067131527,-2.986255491,0.002824166,0.048478229
ENSG00000070950.5,RAD18,167.7592361,-0.256648488,0.83703016,0.085950572,-2.986000924,0.002826518,0.048478229
ENSG00000170100.9,ZNF778,84.16563653,-0.49505588,0.709534195,0.165853172,-2.984904502,0.002836669,0.048563343
ENSG00000248511.1,RP11-9B6.1,1.331760101,-0.704625726,0.613601653,0.23608877,-2.984579593,0.002839683,0.048563343
ENSG00000111961.12,SASH1,3433.645737,0.360768154,1.284109431,0.12089936,2.984036921,0.002844724,0.048563343
ENSG00000205758.7,CRYZL1,1032.539283,-0.17256955,0.887260993,0.057831528,-2.9840047,0.002845024,0.048563343
ENSG00000134480.9,CCNH,886.644747,-0.255331461,0.837794628,0.085567705,-2.983969962,0.002845347,0.048563343
ENSG00000002933.3,TMEM176A,438.5935656,0.491412891,1.405820981,0.164700328,2.983678887,0.002848055,0.048563343
ENSG00000116560.6,SFPQ,7386.747247,-0.217806703,0.859871687,0.073014768,-2.983050009,0.002853914,0.04858962
ENSG00000196781.9,TLE1,1553.215623,0.274678668,1.209724616,0.092083812,2.982920242,0.002855124,0.04858962
ENSG00000066557.5,LRRC40,697.3222931,-0.3394974,0.790316591,0.113859119,-2.981732186,0.002866226,0.048692845
ENSG00000170370.10,EMX2,811.1405308,0.497046301,1.411321137,0.166710594,2.981491998,0.002868475,0.048692845
ENSG00000187193.8,MT1X,1533.472673,0.57373685,1.488373748,0.192447203,2.981268834,0.002870567,0.048692845
ENSG00000151470.7,C4orf33,310.3626644,-0.288431924,0.818791526,0.096753932,-2.981087353,0.002872268,0.048692845
ENSG00000069248.8,NUP133,1397.408669,-0.229965518,0.852655271,0.077155622,-2.980541297,0.002877394,0.048732749
ENSG00000164329.9,PAPD4,946.077727,-0.294295587,0.815470398,0.098759085,-2.979934319,0.002883102,0.048765138
ENSG00000082014.12,SMARCD3,3989.896916,0.292215687,1.224519448,0.098073994,2.979543034,0.002886787,0.048765138
ENSG00000262003.1,RP11-676J12.7,1.980381381,0.710867799,1.636788369,0.238589978,2.97945372,0.002887628,0.048765138
ENSG00000007384.11,RHBDF1,471.926987,0.362739668,1.28586543,0.121801688,2.97811692,0.002900253,0.048884701
ENSG00000116675.11,DNAJC6,8140.811598,-0.353394055,0.782740471,0.118678024,-2.977754787,0.002903682,0.048884701
ENSG00000132434.5,LANCL2,1931.877839,-0.19885286,0.871243045,0.066788649,-2.977345137,0.002907565,0.048884701
ENSG00000141391.9,SLMO1,355.7755368,0.254979725,1.193318973,0.085647191,2.977093841,0.002909949,0.048884701
ENSG00000157322.12,CLEC18A,35.49713508,0.548432889,1.462496213,0.184218023,2.977085965,0.002910024,0.048884701
ENSG00000166426.7,CRABP1,278.0245018,0.66142348,1.581642431,0.222197665,2.976734613,0.002913361,0.048884701
ENSG00000014824.8,SLC30A9,2777.375113,-0.320613365,0.800729373,0.107719352,-2.976376656,0.002916764,0.048884701
ENSG00000136830.7,FAM129B,1147.570553,0.429198195,1.346485034,0.144202541,2.976356669,0.002916954,0.048884701
ENSG00000077522.8,ACTN2,2361.430775,-0.329345365,0.795897547,0.110669976,-2.975923339,0.002921079,0.048907204
ENSG00000197980.7,LEKR1,15.48108254,-0.559816755,0.678388324,0.188139807,-2.975535933,0.002924771,0.048922427
ENSG00000178567.5,EPM2AIP1,2448.01005,-0.172769019,0.887138328,0.058082842,-2.974527615,0.0029344,0.049036844
ENSG00000185808.8,PIGP,301.6368651,-0.240895708,0.846219767,0.08107346,-2.971326347,0.002965165,0.049502632
ENSG00000268156.1,FKSG61,0.878719022,0.700574767,1.625152121,0.235827014,2.970714655,0.002971077,0.049502632
ENSG00000100365.10,NCF4,93.67011272,0.544718025,1.458735207,0.183380794,2.970420252,0.002973926,0.049502632
ENSG00000204209.6,DAXX,1119.869767,0.222034222,1.166377037,0.07475224,2.97026848,0.002975396,0.049502632
ENSG00000140564.6,FURIN,1914.14382,0.253717027,1.192274994,0.085421727,2.970169704,0.002976353,0.049502632
ENSG00000115289.8,PCGF1,339.8734541,0.231281426,1.173877144,0.077894364,2.96916766,0.002986076,0.049563627
ENSG00000148384.11,INPP5E,1244.878988,0.2421886,1.182785613,0.08157063,2.969066178,0.002987063,0.049563627
ENSG00000084652.11,TXLNA,1644.854505,0.241691492,1.182378131,0.081407512,2.968908947,0.002988591,0.049563627
ENSG00000105085.6,MED26,238.5419618,0.212477879,1.158676543,0.071574369,2.968630825,0.002991297,0.049563627
ENSG00000157625.11,TAB3,912.2148484,-0.247979778,0.842074757,0.083556269,-2.96781774,0.002999221,0.049602536
ENSG00000168675.14,LDLRAD4,2124.734286,-0.413194332,0.750958802,0.139225293,-2.967810817,0.002999289,0.049602536
ENSG00000197372.5,ZNF675,279.2444591,-0.260808957,0.834619795,0.087892348,-2.9673682,0.00300361,0.04962732
ENSG00000186834.2,HEXIM1,1817.496301,0.265714159,1.202231027,0.08956188,2.966822034,0.003008951,0.049635582
ENSG00000182885.12,GPR97,8.65853214,0.691137586,1.614556118,0.232977404,2.966543427,0.003011678,0.049635582
ENSG00000169213.6,RAB3B,593.3139108,-0.53098102,0.692083963,0.17902353,-2.965984519,0.003017157,0.049635582
ENSG00000113273.11,ARSB,352.3697147,-0.220156834,0.858472108,0.074232782,-2.96576294,0.003019331,0.049635582
ENSG00000149308.11,NPAT,359.5173265,-0.248097847,0.842005845,0.083654333,-2.965750116,0.003019457,0.049635582
ENSG00000249852.1,AC145676.2,9.406407051,0.695327782,1.619252288,0.234487355,2.965310358,0.003023777,0.049635582
ENSG00000166292.7,TMEM100,129.6442965,0.477458793,1.392289084,0.161015315,2.965300483,0.003023874,0.049635582
ENSG00000177238.9,TRIM72,17.83127549,-0.687895045,0.620758904,0.232029086,-2.964693163,0.00302985,0.049687273
ENSG00000143643.8,TTC13,556.4083671,-0.222123694,0.85730253,0.074936168,-2.964172052,0.003034985,0.049725111
ENSG00000114054.9,PCCB,922.2405781,-0.287529939,0.819303601,0.097065132,-2.962237158,0.003054124,0.04977911
ENSG00000149084.7,HSD17B12,2098.395928,-0.307000846,0.808320395,0.103640719,-2.962164387,0.003054846,0.04977911
ENSG00000152292.12,SH2D6,89.58541032,0.515853532,1.429839817,0.174158831,2.961971713,0.003056759,0.04977911
ENSG00000100109.12,TFIP11,1097.611526,0.147682521,1.107788542,0.049860446,2.961917394,0.003057298,0.04977911
ENSG00000154803.8,FLCN,2608.257755,0.307054773,1.237179448,0.103675709,2.961684811,0.003059608,0.04977911
ENSG00000186973.6,FAM183A,8.74364165,-0.681912055,0.623338594,0.230253856,-2.961566277,0.003060786,0.04977911
ENSG00000118246.9,FASTKD2,435.8119338,-0.271554576,0.828426394,0.09169291,-2.96156569,0.003060792,0.04977911
ENSG00000182963.5,GJC1,263.066209,0.405225128,1.324295546,0.136828666,2.961551407,0.003060934,0.04977911
ENSG00000065457.6,ADAT1,349.4718347,-0.264990402,0.832204271,0.089508924,-2.960491425,0.003071487,0.049782331
ENSG00000196312.6,HIATL2,50.47569395,-0.457377557,0.728308932,0.154495941,-2.960450322,0.003071897,0.049782331
ENSG00000136045.7,PWP1,1047.12995,-0.211144955,0.863851387,0.071322545,-2.960423746,0.003072162,0.049782331
ENSG00000118454.8,ANKRD13C,986.990747,-0.274429219,0.826777356,0.092707435,-2.960164089,0.003074752,0.049782331
ENSG00000131459.8,GFPT2,872.8720952,0.270143954,1.205928151,0.091261453,2.960110143,0.003075291,0.049782331
ENSG00000095564.9,BTAF1,1014.027597,-0.39863272,0.758576866,0.134709487,-2.959203006,0.003084358,0.049839201
ENSG00000115762.12,PLEKHB2,5863.352582,-0.236973917,0.848523242,0.080094192,-2.95869038,0.003089493,0.049839201
ENSG00000131725.9,WDR44,610.7652916,-0.292799894,0.816316264,0.098970033,-2.95847021,0.003091701,0.049839201
ENSG00000221869.4,CEBPD,1172.62184,0.57629541,1.49101566,0.194825311,2.958010984,0.003096311,0.049839201
ENSG00000198440.5,ZNF583,239.1756131,-0.200194917,0.870432955,0.067682742,-2.957842874,0.003098,0.049839201
ENSG00000155008.9,APOOL,40.09464446,-0.560198171,0.678208997,0.189410173,-2.957592841,0.003100514,0.049839201
ENSG00000211460.7,TSN,2097.474302,-0.148605434,0.902122068,0.050247003,-2.957498472,0.003101463,0.049839201
ENSG00000087995.11,METTL2A,240.8201874,-0.228588761,0.853469344,0.077291307,-2.957496388,0.003101484,0.049839201
ENSG00000120500.13,ARR3,6.382630099,-0.551622783,0.68225228,0.186535909,-2.957193534,0.003104532,0.049842622
ENSG00000111886.9,GABRR2,8.801973089,0.658469134,1.578406863,0.222788554,2.955578829,0.003120829,0.050058558
ENSG00000186364.6,NUDT17,148.1826565,0.335851776,1.262122353,0.113661097,2.954852495,0.003128186,0.050130816
ENSG00000248050.1,RP11-422N16.3,28.94914222,-0.621343763,0.650065158,0.210384804,-2.953368075,0.003143269,0.050281138
ENSG00000124253.9,PCK1,121.3236927,0.697907343,1.622150126,0.236309094,2.953366421,0.003143286,0.050281138
ENSG00000240891.2,PLCXD2,22.43425495,-0.698376924,0.616265134,0.236590176,-2.951842443,0.003158841,0.050484017
ENSG00000185340.11,GAS2L1,2307.676856,0.332955076,1.259590757,0.112826509,2.951035878,0.003167101,0.050570064
ENSG00000130202.5,PVRL2,551.4717775,0.33947491,1.265295987,0.115061731,2.950372006,0.003173915,0.050632876
ENSG00000148300.6,REXO4,804.8530106,0.224572239,1.168430756,0.076130635,2.94982747,0.003179514,0.050676211
ENSG00000116455.9,WDR77,407.4320157,-0.209602273,0.864775603,0.071062804,-2.94953564,0.003182519,0.05067815
ENSG00000196154.7,S100A4,95.4634148,0.616284052,1.532921747,0.2090005,2.948720463,0.003190925,0.050766021
ENSG00000248458.2,AL139147.1,2.368362818,-0.702577652,0.614473351,0.238310446,-2.948161373,0.003196701,0.050811945
ENSG00000082781.6,ITGB5,1117.428757,0.331260885,1.258112458,0.112402892,2.947085078,0.003207849,0.050943081
ENSG00000232833.4,FAM27E3,106.1116382,0.447423141,1.363602492,0.151854346,2.946396672,0.003214998,0.050984805
ENSG00000131503.16,ANKHD1,102.2987987,-0.394001116,0.761016102,0.133728621,-2.946273675,0.003216277,0.050984805
ENSG00000101654.13,RNMT,1829.130592,-0.234365801,0.850058597,0.079575908,-2.945185386,0.003227612,0.051118397
ENSG00000115596.3,WNT6,28.83762246,0.635199009,1.55315198,0.215727288,2.944453686,0.003235254,0.051193302
ENSG00000172428.5,MYEOV2,2270.739392,0.331564709,1.258377438,0.112635847,2.94368726,0.003243276,0.051265079
ENSG00000132664.7,POLR3F,658.5088908,-0.229406279,0.852985854,0.077938587,-2.943423628,0.003246039,0.051265079
ENSG00000178425.8,NT5DC1,768.8057341,-0.43658546,0.73888131,0.148337736,-2.943185411,0.003248538,0.051265079
ENSG00000163322.9,FAM175A,99.92098757,-0.286982331,0.819614645,0.097523991,-2.94268445,0.003253799,0.051302049
ENSG00000183765.16,CHEK2,71.86740623,0.429147467,1.34643769,0.145877196,2.941840674,0.003262677,0.05139594
ENSG00000171860.4,C3AR1,153.3584765,0.561593729,1.475898725,0.190950211,2.941047964,0.003271039,0.051467231
ENSG00000066926.6,FECH,734.538592,-0.287207845,0.819486538,0.097664219,-2.94076836,0.003273993,0.051467231
ENSG00000070404.4,FSTL3,670.1049485,0.355076175,1.279053115,0.120769491,2.940114867,0.003280906,0.051467231
ENSG00000187634.6,SAMD11,106.9703898,0.61393871,1.530431751,0.208815508,2.940101124,0.003281051,0.051467231
ENSG00000008517.12,IL32,124.1797088,0.575376681,1.490066462,0.195704586,2.940026566,0.003281841,0.051467231
ENSG00000213901.6,SLC23A3,24.20219337,0.565648162,1.480052305,0.192581001,2.93719609,0.003311946,0.05189306
ENSG00000256436.1,TAS2R31,4.141219452,-0.659386964,0.63314728,0.22454837,-2.936503007,0.003319356,0.051912184
ENSG00000079462.3,PAFAH1B3,567.1763904,0.311879635,1.241323923,0.106210319,2.936434418,0.00332009,0.051912184
ENSG00000124493.8,GRM4,583.3996495,-0.695786102,0.61737283,0.236963894,-2.936253669,0.003322025,0.051912184
ENSG00000105127.3,AKAP8,906.729128,0.166682018,1.122473992,0.056778605,2.935648374,0.003328514,0.051945934
ENSG00000054148.13,PHPT1,1713.969823,0.26802327,1.204156803,0.091307679,2.935385856,0.003331332,0.051945934
ENSG00000198231.7,DDX42,3432.230875,-0.186030651,0.879020885,0.063378649,-2.935225874,0.00333305,0.051945934
ENSG00000132196.8,HSD17B7,433.1812681,0.441345106,1.357869756,0.150435515,2.933782673,0.003348586,0.052141841
ENSG00000163933.5,RFT1,361.4319113,-0.236280737,0.848931035,0.080554882,-2.933164709,0.003355258,0.052199507
ENSG00000085832.12,EPS15,6091.247512,-0.246710957,0.84281567,0.084138984,-2.932183705,0.003365876,0.052286241
ENSG00000104689.5,TNFRSF10A,43.62211219,0.554441829,1.468600329,0.189093757,2.932100123,0.003366782,0.052286241
ENSG00000005108.10,THSD7A,72.4425933,-0.535630743,0.689857007,0.182748242,-2.930976171,0.003378987,0.052321525
ENSG00000131351.10,HAUS8,73.45619017,0.291976997,1.224316871,0.099618458,2.930952779,0.003379241,0.052321525
ENSG00000131876.12,SNRPA1,815.4948033,-0.225205769,0.855473002,0.076841176,-2.930795444,0.003380953,0.052321525
ENSG00000267885.1,FKSG48,2.165981698,0.691887686,1.615395792,0.236075091,2.930794958,0.003380959,0.052321525
ENSG00000144320.9,KIAA1715,1304.129207,-0.24691674,0.842695461,0.084274873,-2.929897496,0.003390738,0.052397457
ENSG00000164877.14,MICALL2,2595.89292,0.332992356,1.259623306,0.113657112,2.929797803,0.003391826,0.052397457
ENSG00000163386.15,NBPF10,746.0280385,0.383834774,1.304805505,0.131024563,2.929487144,0.003395219,0.052403813
ENSG00000179981.9,TSHZ1,1499.291955,0.283882842,1.217467147,0.096915516,2.929178474,0.003398592,0.052409869
ENSG00000122386.6,ZNF205,476.3179356,0.296573601,1.228223916,0.101311246,2.927351243,0.003418626,0.052672601
ENSG00000187726.4,DNAJB13,11.29353263,-0.575684716,0.670967728,0.196718984,-2.926431934,0.003428745,0.052782261
ENSG00000149346.10,SLX4IP,20.20295718,-0.612965577,0.653851275,0.209487351,-2.92602667,0.003433215,0.05280483
ENSG00000090989.13,EXOC1,1612.442531,-0.215286614,0.861375017,0.07358527,-2.925675417,0.003437093,0.052818271
ENSG00000203546.3,RP11-176H8.1,22.88119462,-0.413052244,0.751032766,0.141255044,-2.924159258,0.00345388,0.053029876
ENSG00000090273.9,NUDC,4422.464728,0.246631397,1.18643363,0.084364086,2.923416913,0.003462126,0.053110102
ENSG00000025796.9,SEC63,2106.032904,-0.181191087,0.881974539,0.061988236,-2.922991484,0.00346686,0.053136354
ENSG00000021645.13,NRXN3,2882.468601,-0.419901132,0.747475847,0.14367553,-2.922565402,0.003471607,0.053162763
ENSG00000163464.7,CXCR1,4.948300695,0.697177149,1.621329311,0.238721384,2.920463757,0.003495108,0.053374053
ENSG00000104327.3,CALB1,727.4744582,-0.620052989,0.650647029,0.212315611,-2.920430518,0.003495481,0.053374053
ENSG00000182240.10,BACE2,165.8959448,0.494950505,1.409272406,0.169483333,2.920349136,0.003496394,0.053374053
ENSG00000155542.6,SETD9,80.98685109,-0.450412399,0.731833621,0.154237814,-2.92024626,0.003497549,0.053374053
ENSG00000005175.5,RPAP3,412.0408766,-0.282500202,0.822164963,0.09681221,-2.918022437,0.00352259,0.053665365
ENSG00000226742.3,HSBP1L1,524.281445,0.262918229,1.199903371,0.090104961,2.917910703,0.003523852,0.053665365
ENSG00000118473.16,SGIP1,2229.409178,-0.30249948,0.810846382,0.103675999,-2.917738749,0.003525796,0.053665365
ENSG00000143793.8,C1orf35,732.1179812,0.274701368,1.209743651,0.09416687,2.917176366,0.00353216,0.053715719
ENSG00000126953.5,TIMM8A,156.9407908,-0.296662293,0.814133736,0.101744586,-2.915755071,0.003548289,0.053850868
ENSG00000182774.6,RPS17L,1.133181929,0.697459893,1.621647096,0.23922487,2.915499095,0.003551201,0.053850868
ENSG00000172554.7,SNTG2,22.73124842,0.453758768,1.36960395,0.155650344,2.915244244,0.003554103,0.053850868
ENSG00000013810.14,TACC3,175.3621157,0.323623134,1.251469503,0.111013762,2.915162316,0.003555036,0.053850868
ENSG00000116903.6,EXOC8,501.3393476,-0.243312635,0.844803294,0.083467858,-2.915045862,0.003556363,0.053850868
ENSG00000146910.7,CNPY1,25.73280887,-0.694238654,0.618035385,0.238230382,-2.914148258,0.003566605,0.053959477
ENSG00000162585.11,C1orf86,879.1249831,0.2600707,1.197537389,0.089270498,2.913288329,0.003576442,0.054049258
ENSG00000122877.9,EGR2,112.1568776,-0.687206348,0.621055305,0.235902703,-2.913092297,0.003578688,0.054049258
ENSG00000152433.10,ZNF547,185.2961016,0.338745435,1.264656372,0.116322338,2.912127114,0.003589765,0.054170019
ENSG00000100227.13,POLDIP3,2359.509193,0.247412228,1.187075938,0.084971336,2.911713991,0.003594516,0.054187585
ENSG00000168101.10,NUDT16L1,972.5921682,0.229107727,1.172109803,0.078690885,2.911490024,0.003597094,0.054187585
ENSG00000172869.10,DMXL1,1323.364662,-0.300785932,0.811810029,0.10333763,-2.91071057,0.003606079,0.054271768
ENSG00000178498.11,DTX3,4603.079868,0.247148972,1.186859346,0.084921132,2.910335351,0.003610411,0.054271768
ENSG00000162747.5,FCGR3B,13.73690509,0.694156398,1.617938082,0.238536842,2.910059474,0.0036136,0.054271768
ENSG00000177599.8,ZNF491,50.52787624,-0.41808209,0.748418907,0.143673994,-2.909935742,0.003615031,0.054271768
ENSG00000133739.11,LRRCC1,383.5407442,-0.37167588,0.772884168,0.127742577,-2.90956929,0.003619272,0.054289073
ENSG00000186472.14,PCLO,1657.836342,-0.433462299,0.74048258,0.148998007,-2.909181849,0.00362376,0.054310062
ENSG00000259752.1,FKSG62,4.590921159,0.58111555,1.496005573,0.199786683,2.908680097,0.003629581,0.054350959
ENSG00000104881.10,PPP1R13L,204.8047902,0.423056938,1.340765506,0.145505724,2.907493447,0.00364338,0.054486053
ENSG00000144840.4,RABL3,768.1750719,-0.212052891,0.863307908,0.07293629,-2.907371479,0.003644801,0.054486053
ENSG00000157326.14,DHRS4,306.6698291,0.256135866,1.194275653,0.088112736,2.906910812,0.003650173,0.054519994
ENSG00000171777.11,RASGRP4,43.67266925,0.47962239,1.394378655,0.165027943,2.906310172,0.003657187,0.054578397
ENSG00000197265.4,GTF2E2,441.55829,0.208313717,1.155336987,0.071691185,2.905708918,0.003664221,0.054636992
ENSG00000104894.7,CD37,204.7371701,0.528788347,1.442717015,0.18202293,2.905064464,0.003671775,0.054663991
ENSG00000268688.1,AC007382.1,19.12754112,-0.490452692,0.711801712,0.168834628,-2.904929508,0.003673358,0.054663991
ENSG00000116652.5,DLEU2L,12.78563016,-0.638054641,0.642578831,0.219671825,-2.904581147,0.003677449,0.054663991
ENSG00000187630.10,DHRS4L2,370.1562989,0.327537106,1.254869297,0.112769068,2.904494222,0.00367847,0.054663991
ENSG00000184557.3,SOCS3,652.2586794,0.688165354,1.611233242,0.236961656,2.904121141,0.003682856,0.054665579
ENSG00000111834.8,RSPH4A,47.87911416,-0.589775795,0.664446158,0.203112677,-2.903687761,0.003687958,0.054665579
ENSG00000198156.6,NPIPB6,44.28778074,0.548973804,1.463044655,0.189066709,2.903598458,0.00368901,0.054665579
ENSG00000134061.4,CD180,30.70222567,0.61188709,1.528256909,0.21076077,2.903230471,0.003693347,0.054665579
ENSG00000132819.12,RBM38,533.3540623,0.308068989,1.238049492,0.106115415,2.903150191,0.003694294,0.054665579
ENSG00000205581.6,HMGN1,2391.623143,-0.292661141,0.816394778,0.100816781,-2.902901078,0.003697234,0.054665579
ENSG00000154079.5,C6orf57,449.6259,-0.275635842,0.826086155,0.095001344,-2.901388857,0.003715125,0.054883954
ENSG00000163870.10,TPRA1,812.8768653,0.24692124,1.186672013,0.085131535,2.90046739,0.003726066,0.054999363
ENSG00000213401.4,MAGEA12,7.016955049,0.568473224,1.482953359,0.196017764,2.900110746,0.003730308,0.05501579
ENSG00000158234.8,FAIM,313.6607274,-0.288863244,0.818546769,0.099628704,-2.899397804,0.003738802,0.055094836
ENSG00000125375.10,ATP5S,548.3711471,-0.192320436,0.875196919,0.066349877,-2.89858013,0.003748565,0.055192441
ENSG00000163491.12,NEK10,128.077946,-0.495130067,0.70949771,0.170860126,-2.89786786,0.003757088,0.055271645
ENSG00000183647.6,ZNF530,93.67441827,-0.303582498,0.810237915,0.104785551,-2.897179002,0.003765348,0.055346845
ENSG00000143365.12,RORC,15.58338824,-0.687931169,0.620743361,0.237486236,-2.89672017,0.003770859,0.05537045
ENSG00000146833.11,TRIM4,517.3328316,0.231901372,1.174381684,0.080062037,2.896521021,0.003773254,0.05537045
ENSG00000106565.13,TMEM176B,568.2430889,0.473470833,1.388445773,0.163497399,2.895892142,0.003780823,0.055435256
ENSG00000079101.12,CLUL1,114.672464,-0.544435138,0.685659808,0.188055027,-2.895084208,0.003790568,0.055464149
ENSG00000161940.6,BCL6B,157.3318777,0.562121501,1.476438743,0.194172665,2.894956918,0.003792106,0.055464149
ENSG00000117758.9,STX12,2958.381503,-0.208463734,0.865458331,0.072009585,-2.894944261,0.003792259,0.055464149
ENSG00000089159.11,PXN,1318.596563,0.407779307,1.326642185,0.140928677,2.89351547,0.003809555,0.055670807
ENSG00000188517.10,COL25A1,46.2674742,-0.553226077,0.681494502,0.191221063,-2.893123118,0.003814317,0.055680817
ENSG00000185480.7,PARPBP,27.35958271,-0.456246009,0.72888039,0.1577103,-2.892937299,0.003816575,0.055680817
ENSG00000100359.15,SGSM3,3221.658723,0.236414676,1.178061353,0.081746614,2.892042443,0.003827462,0.055793357
ENSG00000149781.8,FERMT3,184.617866,0.480826609,1.39554303,0.166292232,2.891455627,0.003834617,0.055851345
ENSG00000157703.11,SVOPL,11.3136229,-0.633370735,0.644668441,0.219132099,-2.890360369,0.003848004,0.055999931
ENSG00000171357.5,LURAP1,106.1359402,-0.490888215,0.711586864,0.169865138,-2.889870296,0.003854008,0.056040911
ENSG00000226979.4,LTA,13.02833453,0.642194656,1.560701524,0.222282802,2.88908836,0.003863605,0.056045333
ENSG00000147872.5,PLIN2,445.2265627,0.492391823,1.406775215,0.170452507,2.888733244,0.00386797,0.056045333
ENSG00000173926.5,37681,132.14223,0.472344042,1.387361776,0.163516075,2.888670383,0.003868744,0.056045333
ENSG00000113389.11,NPR3,10.87154692,-0.67220208,0.627548088,0.232707433,-2.888614559,0.003869431,0.056045333
ENSG00000115415.14,STAT1,1847.433562,-0.307922847,0.807803976,0.106601265,-2.888547782,0.003870252,0.056045333
ENSG00000119283.11,TRIM67,144.6333407,-0.538615155,0.688431418,0.186503871,-2.887956974,0.003877529,0.056104495
ENSG00000244462.3,RBM12,969.5747079,-0.267417824,0.830805214,0.092624543,-2.887116252,0.003887906,0.056178347
ENSG00000070182.13,SPTB,1703.503662,-0.456051243,0.728978797,0.15796961,-2.88695556,0.003889892,0.056178347
ENSG00000136982.5,DSCC1,91.73667863,-0.414456537,0.75030208,0.143571163,-2.886767287,0.00389222,0.056178347
ENSG00000150672.12,DLG2,5014.189821,-0.222091822,0.85732147,0.07698425,-2.884899456,0.003915387,0.056430505
ENSG00000159167.7,STC1,138.2902175,0.688761175,1.611898805,0.238764317,2.884690576,0.003917985,0.056430505
ENSG00000196867.3,ZFP28,695.8347699,-0.16592575,0.891356369,0.057521566,-2.884583338,0.00391932,0.056430505
ENSG00000255103.1,KIAA0754,47.47767785,-0.601221521,0.659195582,0.208455885,-2.884166686,0.00392451,0.056440429
ENSG00000243710.3,WDR65,56.20539514,-0.533774346,0.690745256,0.18510814,-2.883581169,0.003931813,0.056440429
ENSG00000185988.7,PLK5,260.448644,0.509211066,1.42327167,0.176591829,2.883548282,0.003932224,0.056440429
ENSG00000112245.6,PTP4A1,2384.72062,-0.321335243,0.800328815,0.111447488,-2.883288352,0.00393547,0.056440429
ENSG00000124523.9,SIRT5,537.9334888,-0.183957927,0.880284685,0.06380248,-2.883241002,0.003936062,0.056440429
ENSG00000140481.9,CCDC33,8.964959451,-0.69026188,0.619741343,0.239481866,-2.882313775,0.003947664,0.056453367
ENSG00000127125.7,PPCS,637.1671192,-0.252230636,0.83959726,0.087513907,-2.882177759,0.003949369,0.056453367
ENSG00000145868.12,FBXO38,858.3161432,-0.210177546,0.864430843,0.072925778,-2.882074783,0.00395066,0.056453367
ENSG00000109047.6,RCVRN,102.0372527,0.605659341,1.52167403,0.210187172,2.881523816,0.003957573,0.056453367
ENSG00000146233.3,CYP39A1,44.36442139,0.493876382,1.408223557,0.171394508,2.88151813,0.003957645,0.056453367
ENSG00000130052.9,STARD8,358.6655115,0.454697125,1.370495057,0.157802818,2.881425882,0.003958803,0.056453367
ENSG00000083067.17,TRPM3,152.7753811,-0.58242524,0.667840162,0.202134481,-2.881374991,0.003959443,0.056453367
ENSG00000143546.5,S100A8,172.5965849,0.68820188,1.611274036,0.238880046,2.880951717,0.003964764,0.056483425
ENSG00000111321.6,LTBR,393.2536372,0.446975764,1.363179707,0.155179958,2.880370433,0.003972082,0.056519266
ENSG00000153707.11,PTPRD,4953.079224,-0.358408597,0.780024532,0.124440581,-2.880158493,0.003974753,0.056519266
ENSG00000188488.9,SERPINA5,33.02753695,0.680181877,1.602341746,0.236191838,2.879785696,0.003979456,0.056519266
ENSG00000153789.8,FAM92B,6.13483244,-0.666491504,0.630037015,0.231485668,-2.879191224,0.003986965,0.056519266
ENSG00000117010.11,ZNF684,132.4619473,-0.277744535,0.824879601,0.096466714,-2.879174823,0.003987172,0.056519266
ENSG00000167985.2,SDHAF2,340.6690159,0.299802966,1.230976283,0.104131122,2.879090903,0.003988234,0.056519266
