EnsemblID,Symbol,baseMean,log2FoldChange,FoldChange,StandardError,WaldStatistic,p-value,BHFDR_p-value
ENSG00000087586.13,AURKA,53.59693698,-0.055136665,0.962503262,0.101238271,-0.544622749,0.586013005,0.782608268
ENSG00000156482.6,RPL30,4395.302,0.053716259,1.037935115,0.098632411,0.544610626,0.586021345,0.782608268
ENSG00000166619.7,BLCAP,5295.711046,0.044732551,1.031491942,0.082149285,0.544527575,0.586078478,0.782625116
ENSG00000186130.4,ZBTB6,358.8368966,-0.056914643,0.961317803,0.10455147,-0.544369606,0.586187157,0.782710786
ENSG00000135315.7,CEP162,290.0866394,-0.055083378,0.962538813,0.101215147,-0.544220703,0.586289607,0.782788129
ENSG00000188725.3,SMIM15,776.4462077,-0.047052208,0.967912,0.086473942,-0.544120077,0.586358846,0.78282112
ENSG00000103404.10,USP31,1707.561426,0.059919379,1.042407507,0.110150842,0.543975682,0.586458208,0.78284493
ENSG00000023608.4,SNAPC1,146.705233,-0.056069166,0.961881339,0.103075003,-0.543964734,0.586465741,0.78284493
ENSG00000226104.1,AC011475.1,2.565936702,0.128274609,1.092985763,0.235848236,0.543886235,0.586519762,0.782857597
ENSG00000171984.10,C20orf196,124.0914137,0.041353554,1.029078868,0.076087195,0.543502142,0.586784116,0.78313105
ENSG00000155640.5,C10orf12,49.29431385,0.081707752,1.058269999,0.150363635,0.543401017,0.586853725,0.78313105
ENSG00000180773.10,SLC36A4,866.7793813,-0.061098009,0.958534318,0.112437685,-0.54339441,0.586858274,0.78313105
ENSG00000197982.11,C1orf122,2054.735575,0.060189149,1.042602446,0.110851159,0.542972665,0.587148623,0.783363375
ENSG00000123609.6,NMI,98.08534849,0.08527027,1.060886466,0.157056975,0.542925714,0.587180951,0.783363375
ENSG00000156076.5,WIF1,1188.507649,-0.115990327,0.92274868,0.213639463,-0.542925567,0.587181052,0.783363375
ENSG00000169714.12,CNBP,5940.010775,-0.031497341,0.978404306,0.058025054,-0.542823127,0.587251589,0.783363375
ENSG00000145439.7,CBR4,973.9350715,-0.049076129,0.966555092,0.090409927,-0.542817923,0.587255172,0.783363375
ENSG00000155719.12,OTOA,22.35662852,0.081313585,1.057980902,0.149856978,0.542607933,0.587399776,0.783461962
ENSG00000161249.16,DMKN,286.6413071,-0.082429813,0.94446562,0.151921627,-0.542581166,0.587418209,0.783461962
ENSG00000174292.7,TNK1,91.95622201,-0.096379806,0.935377217,0.177710701,-0.542341036,0.587583591,0.783527657
ENSG00000204385.6,SLC44A4,1.559937512,-0.128819673,0.914579398,0.23753791,-0.54231206,0.587603549,0.783527657
ENSG00000065243.14,PKN2,965.1215271,0.053486891,1.037770112,0.098634185,0.542275386,0.587628809,0.783527657
ENSG00000103264.11,FBXO31,2274.980705,0.058981061,1.041729754,0.108770814,0.542250802,0.587645743,0.783527657
ENSG00000015532.5,XYLT2,706.5380959,0.044313353,1.031192269,0.081761789,0.541981204,0.587831454,0.783715832
ENSG00000181754.6,AMIGO1,2095.829365,-0.066339153,0.955058392,0.122485747,-0.541607123,0.588089184,0.783922796
ENSG00000046651.10,OFD1,996.5724985,-0.062958113,0.957299252,0.116252538,-0.541563345,0.588119349,0.783922796
ENSG00000013725.10,CD6,70.67060845,-0.10075613,0.932544108,0.186065602,-0.541508636,0.588157047,0.783922796
ENSG00000165475.9,CRYL1,1707.367127,-0.049129039,0.966519645,0.090728181,-0.541497013,0.588165056,0.783922796
ENSG00000108352.7,RAPGEFL1,3647.862581,0.073282597,1.052107847,0.135378192,0.541317594,0.588288696,0.784028146
ENSG00000119725.13,ZNF410,66.43211915,-0.06232615,0.957718682,0.115226822,-0.540899671,0.588576738,0.784352566
ENSG00000101624.6,CEP76,197.197191,-0.051532087,0.964911086,0.095291444,-0.54078398,0.588656486,0.78439938
ENSG00000136108.10,CKAP2,381.1180491,-0.062612701,0.957528477,0.115805345,-0.540671943,0.58873372,0.784442838
ENSG00000099960.8,SLC7A4,182.8498156,-0.099091339,0.933620834,0.18332073,-0.540535373,0.588827873,0.78445876
ENSG00000122873.7,CISD1,1478.373345,-0.068160935,0.953853141,0.126107803,-0.540497359,0.588854082,0.78445876
ENSG00000085733.11,CTTN,5594.128193,0.04211624,1.029623038,0.077926592,0.540460439,0.588879537,0.78445876
ENSG00000204396.6,VWA7,395.4987475,-0.102795684,0.931226692,0.190235238,-0.540360896,0.58894817,0.784490743
ENSG00000205309.9,NT5M,417.1232419,0.059683663,1.042237206,0.110502546,0.5401112,0.589120347,0.784660634
ENSG00000188290.6,HES4,337.994832,0.078521128,1.055935072,0.145468521,0.539780893,0.589348146,0.784904576
ENSG00000012660.9,ELOVL5,2590.557242,-0.068070088,0.953913207,0.126228211,-0.539262087,0.589706025,0.785321712
ENSG00000162188.5,GNG3,3887.180474,-0.081512944,0.945066043,0.151182595,-0.539168834,0.589770363,0.785341574
ENSG00000161671.12,EMC10,2492.643957,-0.048900346,0.966672867,0.090705529,-0.539110973,0.589810284,0.785341574
ENSG00000173585.11,CCR9,4.8504843,0.121531004,1.08788873,0.225522888,0.538885453,0.589965895,0.785489279
ENSG00000168273.3,SMIM4,156.7206947,-0.045169198,0.969176146,0.083829918,-0.538819537,0.590011382,0.785490351
ENSG00000162426.10,SLC45A1,661.3645999,-0.049053148,0.966570489,0.09104972,-0.538751218,0.590058528,0.785493633
ENSG00000260259.1,RP11-368I7.4,12.79682482,-0.086208556,0.941995089,0.160121082,-0.538396038,0.590303661,0.785760457
ENSG00000134258.12,VTCN1,2.63258228,0.12333491,1.089249846,0.229175566,0.538167798,0.590461209,0.785855964
ENSG00000185668.5,POU3F1,255.8961182,-0.076329384,0.948467745,0.141833317,-0.538162577,0.590464814,0.785855964
ENSG00000222020.2,AC062017.1,33.4901582,-0.088846542,0.940274213,0.165128228,-0.538045753,0.590545462,0.78586291
ENSG00000173302.5,GPR148,4.310178949,-0.123907413,0.917698775,0.230307788,-0.538007914,0.590571585,0.78586291
ENSG00000176597.7,B3GNT5,74.14297,-0.093825367,0.937034864,0.174426118,-0.537908934,0.59063992,0.78586291
ENSG00000035664.7,DAPK2,451.9914299,-0.090563642,0.939155762,0.16836645,-0.537896013,0.590648841,0.78586291
ENSG00000236882.3,C5orf27,60.07078535,-0.115308348,0.923184977,0.214433548,-0.537734647,0.590760256,0.785951665
ENSG00000072274.8,TFRC,1929.731481,-0.077863833,0.947459491,0.144841424,-0.537579866,0.590867134,0.786034371
ENSG00000269282.1,AC024257.1,8.047760842,-0.10956001,0.926870694,0.203872109,-0.537395776,0.590994261,0.786144
ENSG00000183828.10,NUDT14,814.534427,0.063430054,1.044947205,0.118054777,0.537293409,0.591064958,0.78615892
ENSG00000197696.5,NMB,125.1327855,0.0836605,1.059703381,0.155728619,0.537219818,0.591115784,0.78615892
ENSG00000243725.2,TTC4,122.4669724,0.056492635,1.039934479,0.105164152,0.537185286,0.591139634,0.78615892
ENSG00000165633.7,VSTM4,151.8452612,-0.070319056,0.952427343,0.130931659,-0.537066872,0.591221423,0.786208216
ENSG00000117155.12,SSX2IP,2866.889116,-0.066742986,0.954791094,0.124336571,-0.536792881,0.59141069,0.786400418
ENSG00000121989.10,ACVR2A,770.4094674,-0.05103615,0.965242838,0.095104765,-0.536630837,0.591522639,0.78648979
ENSG00000133606.6,MKRN1,2571.45585,-0.024283538,0.983308802,0.045260325,-0.536530351,0.591592066,0.786503557
ENSG00000100079.5,LGALS2,3.118921217,-0.121917672,0.918965323,0.227252145,-0.536486345,0.591622471,0.786503557
ENSG00000222012.1,AC005481.5,3.476921054,0.121009484,1.08749554,0.225640402,0.536293514,0.591755712,0.786621204
ENSG00000158715.5,SLC45A3,748.2261553,-0.11973961,0.920353749,0.223384441,-0.536024845,0.59194138,0.786808518
ENSG00000129521.9,EGLN3,1069.529111,0.071237107,1.050617199,0.13302228,0.535527638,0.592285051,0.787205806
ENSG00000176371.9,ZSCAN2,209.9154658,-0.046469582,0.968302966,0.08679517,-0.535393633,0.592377692,0.787269415
ENSG00000138162.13,TACC2,1112.270972,-0.056445875,0.96163021,0.105541118,-0.534823545,0.59277188,0.787707792
ENSG00000185615.11,PDIA2,2311.37732,0.080353751,1.057277255,0.150268011,0.534736241,0.592832257,0.787707792
ENSG00000196648.6,GOLGA6L9,52.88568232,0.085916145,1.061361517,0.160674357,0.5347222,0.592841968,0.787707792
ENSG00000136425.8,CIB2,246.4142283,0.063530571,1.045020013,0.118842744,0.534576779,0.592942544,0.787779194
ENSG00000167123.14,CERCAM,17667.21325,-0.113607526,0.92427398,0.212561807,-0.5344682,0.593017645,0.787779194
ENSG00000130764.5,LRRC47,2025.023979,-0.033142448,0.977289267,0.062012236,-0.534450136,0.593030139,0.787779194
ENSG00000130244.8,FAM98C,1036.208567,-0.035277269,0.975844197,0.066086103,-0.533807674,0.593474604,0.788310052
ENSG00000032389.8,TSSC1,970.0340732,-0.041432723,0.971689495,0.077644927,-0.533617906,0.593605917,0.788424903
ENSG00000268798.1,AC027307.3,32.47287287,0.077141626,1.054925871,0.144624354,0.533393054,0.593761525,0.788572003
ENSG00000269955.2,LUC7L2,1.743791183,0.127153435,1.092136692,0.238464785,0.533216825,0.593883496,0.788674412
ENSG00000128283.6,CDC42EP1,1792.599034,-0.112597957,0.924920994,0.211194477,-0.533148209,0.593930989,0.788677906
ENSG00000100302.6,RASD2,1658.301029,-0.081891813,0.94481789,0.153666294,-0.532919817,0.594089087,0.788828259
ENSG00000132153.10,DHX30,2935.374699,0.040943624,1.028786505,0.076854947,0.532738952,0.594214298,0.788934927
ENSG00000100462.11,PRMT5,750.6466425,-0.047825205,0.967393531,0.089809049,-0.532521005,0.594365198,0.789075681
ENSG00000250565.2,ATP6V1E2,199.8029896,0.042604145,1.029971306,0.080020861,0.532412985,0.594439994,0.789115388
ENSG00000136003.11,ISCU,5156.808506,-0.046526604,0.968264695,0.087406883,-0.532299081,0.594518869,0.789120565
ENSG00000166073.4,GPR176,1054.392133,-0.072642252,0.950894867,0.136474346,-0.532277709,0.594533668,0.789120565
ENSG00000184258.5,CDR1,1085.749302,0.109142963,1.078587308,0.20509514,0.532157725,0.59461676,0.78917127
ENSG00000169435.9,RASSF6,2.116259236,0.127290926,1.092240779,0.239292633,0.531946698,0.594762913,0.789290603
ENSG00000135363.7,LMO2,795.1706856,-0.070501335,0.952307015,0.132566915,-0.531816966,0.594852771,0.789290603
ENSG00000185924.5,RTN4RL1,392.2191783,-0.097596868,0.934588462,0.18353042,-0.531774886,0.594881919,0.789290603
ENSG00000107537.9,PHYH,907.1316122,-0.041600191,0.971576708,0.078229873,-0.531768615,0.594886262,0.789290603
ENSG00000205436.3,EXOC3L4,1.949395534,0.12674902,1.091830588,0.238438192,0.531580194,0.595016785,0.789354305
ENSG00000185052.7,SLC24A3,540.0920053,-0.071242228,0.951818085,0.134022372,-0.53156967,0.595024076,0.789354305
ENSG00000140323.4,DISP2,827.5577991,-0.088608586,0.940429313,0.166778621,-0.531294634,0.595214623,0.789519251
ENSG00000102003.6,SYP,19734.75267,-0.082617858,0.944342524,0.15552018,-0.531235615,0.595255516,0.789519251
ENSG00000222011.4,FAM185A,140.5299562,-0.039532532,0.972970162,0.07442178,-0.531195741,0.595283144,0.789519251
ENSG00000153391.11,INO80C,391.5407948,-0.039240863,0.973166887,0.073900864,-0.530993286,0.595423431,0.789592698
ENSG00000154451.10,GBP5,12.98268865,0.109081536,1.078541386,0.205449095,0.530941918,0.595459028,0.789592698
ENSG00000157778.4,PSMG3,819.179221,0.05507807,1.038915322,0.103740541,0.530921375,0.595473265,0.789592698
ENSG00000185670.7,ZBTB3,160.8559795,0.074772073,1.053194632,0.14097387,0.530396682,0.595836926,0.790015323
ENSG00000185038.8,MROH2A,2.862283281,0.12450002,1.090129872,0.23495772,0.529882651,0.596193296,0.790428215
ENSG00000184613.6,NELL2,7239.573549,-0.091401598,0.938610433,0.172550901,-0.529708032,0.596314378,0.790475205
ENSG00000137962.8,ARHGAP29,794.8010609,0.081864558,1.058385028,0.154548372,0.529701847,0.596318667,0.790475205
ENSG00000155893.7,PXYLP1,652.8338405,-0.054046197,0.96323105,0.102056845,-0.529569541,0.596410417,0.790503543
ENSG00000147647.7,DPYS,43.92243032,0.088094642,1.062965403,0.166360274,0.529541337,0.596429977,0.790503543
ENSG00000180592.12,SKIDA1,165.367732,-0.043748537,0.97013099,0.082694648,-0.529037108,0.596779708,0.790856971
ENSG00000139053.2,PDE6H,15.1655331,-0.107773791,0.928018975,0.203723892,-0.52901891,0.596792332,0.790856971
ENSG00000227345.4,PARG,470.7232586,-0.046000068,0.968618144,0.086965826,-0.52894418,0.596844173,0.790856971
ENSG00000175727.8,MLXIP,901.2038096,-0.076284619,0.948497174,0.14423617,-0.52888689,0.596883917,0.790856971
ENSG00000004399.8,PLXND1,2485.804595,0.066498216,1.047171846,0.125745298,0.528832619,0.596921567,0.790856971
ENSG00000150938.5,CRIM1,2440.207377,-0.063573065,0.956891288,0.120240587,-0.528715524,0.597002807,0.790904999
ENSG00000196187.7,TMEM63A,3988.115675,-0.111268558,0.925773674,0.210483101,-0.52863416,0.597059258,0.790920184
ENSG00000147059.7,SPIN2A,18.19192602,0.090358601,1.064634779,0.170956619,0.528546961,0.597119762,0.790940734
ENSG00000187688.10,TRPV2,269.9466628,-0.078798528,0.946845849,0.149138175,-0.528359205,0.597250046,0.791053704
ENSG00000036257.8,CUL3,2152.105974,-0.035472873,0.975711899,0.067169628,-0.528108817,0.597423811,0.791116673
ENSG00000179262.4,RAD23A,3435.374372,0.035165997,1.024674715,0.066589099,0.528104406,0.597426873,0.791116673
ENSG00000100884.5,CPNE6,2616.586305,0.064888623,1.046004184,0.12287274,0.528096167,0.597432591,0.791116673
ENSG00000135775.8,COG2,749.4162053,-0.036462587,0.975042773,0.069091154,-0.527746098,0.597675573,0.791359839
ENSG00000143013.7,LMO4,9332.503531,0.074558943,1.053039054,0.141289889,0.5277019,0.597706254,0.791359839
ENSG00000136770.6,DNAJC1,300.1379549,0.049678561,1.035034288,0.094209977,0.527317409,0.597973187,0.791588813
ENSG00000156006.4,NAT2,3.683210657,-0.120383389,0.919943148,0.228339539,-0.527212191,0.598046244,0.791588813
ENSG00000154493.13,C10orf90,404.5645723,-0.109414632,0.926964098,0.20753969,-0.527198588,0.598055689,0.791588813
ENSG00000072952.14,MRVI1,2856.044643,0.097164456,1.069669015,0.184305152,0.527193377,0.598059307,0.791588813
ENSG00000106789.8,CORO2A,300.1952876,-0.080493529,0.945734067,0.152726832,-0.527042484,0.598164087,0.791667894
ENSG00000120645.7,IQSEC3,4144.576659,-0.090810329,0.938995189,0.172401458,-0.526737591,0.598375827,0.791820542
ENSG00000116062.8,MSH6,859.5935376,-0.055225737,0.962443839,0.104857323,-0.526675059,0.598419258,0.791820542
ENSG00000124159.10,MATN4,10.02518343,0.103590921,1.074444469,0.196710063,0.526617296,0.598459379,0.791820542
ENSG00000108924.8,HLF,4617.651282,-0.073090748,0.950599305,0.1388066,-0.526565369,0.598495446,0.791820542
ENSG00000166676.10,TVP23A,431.5270102,-0.05218256,0.964476131,0.099104011,-0.526543373,0.598510725,0.791820542
ENSG00000159882.8,ZNF230,145.3562089,0.042336038,1.029779916,0.080415802,0.526464166,0.598565743,0.791820542
ENSG00000228716.2,DHFR,438.3702137,0.062117274,1.043996788,0.118012444,0.526362064,0.598636669,0.791820542
ENSG00000164690.3,SHH,88.06733367,0.079798196,1.056870195,0.151604521,0.526357627,0.598639751,0.791820542
ENSG00000137575.7,SDCBP,4106.154168,0.055095789,1.038928081,0.104747836,0.525984984,0.59889864,0.792080123
ENSG00000162373.8,BEND5,582.898388,-0.066709184,0.954813464,0.126836699,-0.525945443,0.598926114,0.792080123
ENSG00000214248.2,AC010336.1,0.956123975,-0.125173841,0.916893553,0.238059652,-0.525808718,0.599021117,0.792146173
ENSG00000148483.7,TMEM236,1.325544349,0.120619951,1.087201952,0.229459022,0.52567099,0.599116823,0.792213144
ENSG00000112796.5,ENPP5,977.3953682,-0.065180391,0.955825796,0.124019784,-0.525564462,0.599190854,0.792234644
ENSG00000117153.11,KLHL12,1388.442705,-0.031223633,0.978589947,0.059414974,-0.525517902,0.599223212,0.792234644
ENSG00000136274.8,NACAD,3586.691102,-0.081727399,0.94492557,0.15554138,-0.525438307,0.59927853,0.792248199
ENSG00000167992.8,VWCE,179.3381677,-0.073926057,0.950049075,0.14071527,-0.525359168,0.599333533,0.792258212
ENSG00000137080.4,IFNA21,6.362166631,0.104737069,1.0752984,0.199386107,0.52529773,0.599376235,0.792258212
ENSG00000176383.8,B3GNT4,207.2896007,0.072659583,1.051653603,0.138374609,0.525093322,0.599518318,0.792294106
ENSG00000080822.12,CLDND1,11830.16973,-0.099483024,0.933367395,0.189462952,-0.525079037,0.599528248,0.792294106
ENSG00000128284.15,APOL3,279.2784003,0.069754823,1.049538306,0.132850096,0.525064153,0.599538595,0.792294106
ENSG00000257218.1,GATC,361.3396282,-0.056605748,0.961523653,0.107836401,-0.524922449,0.599637103,0.792364722
ENSG00000179344.12,HLA-DQB1,239.9056226,0.119208583,1.086138878,0.227234875,0.524605139,0.599857713,0.792568997
ENSG00000139974.11,SLC38A6,349.8016641,0.052085491,1.036762535,0.099300039,0.524526387,0.599912472,0.792568997
ENSG00000157303.6,SUSD3,51.94477339,0.096925621,1.069491948,0.184794262,0.524505577,0.599926942,0.792568997
ENSG00000106991.9,ENG,1113.805506,0.077848731,1.055443047,0.148502166,0.524226234,0.600121196,0.792766053
ENSG00000224474.2,AL355490.1,4.72927544,0.108265243,1.077931307,0.206593865,0.524048682,0.600244681,0.792869599
ENSG00000170085.13,SIMC1,396.5603026,0.048364875,1.034092237,0.092385901,0.523509262,0.600619907,0.793305633
ENSG00000111325.12,OGFOD2,49.36629009,-0.062319705,0.957722961,0.11906191,-0.523422685,0.600680141,0.793325586
ENSG00000141295.9,SCRN2,797.2522974,-0.04758012,0.967557886,0.090955864,-0.523112175,0.600896194,0.793487092
ENSG00000102316.11,MAGED2,4415.2428,0.0286077,1.020027254,0.054692497,0.523064421,0.600929424,0.793487092
ENSG00000182944.13,EWSR1,6571.914834,-0.030993972,0.97874574,0.059259067,-0.523024966,0.60095688,0.793487092
ENSG00000204842.9,ATXN2,2187.802532,-0.029238834,0.979937176,0.055912542,-0.522938739,0.601016885,0.793487092
ENSG00000198189.6,HSD17B11,713.884279,0.047195575,1.033254448,0.090261329,0.522877021,0.601059837,0.793487092
ENSG00000242485.1,MRPL20,1642.837575,-0.04138264,0.971723228,0.079147032,-0.522857758,0.601073242,0.793487092
ENSG00000178896.6,EXOSC4,314.1644186,0.045372551,1.031949628,0.086795694,0.522751169,0.601147425,0.793525434
ENSG00000123485.6,HJURP,4.6284496,0.124702557,1.090282924,0.238707166,0.522408098,0.601386219,0.79376207
ENSG00000113312.6,TTC1,2116.670502,0.036730773,1.025786701,0.070316447,0.522363888,0.601416995,0.79376207
ENSG00000092020.6,PPP2R3C,820.1433341,0.046035135,1.032423678,0.088163647,0.522155515,0.601562056,0.793893923
ENSG00000163913.7,IFT122,1412.064083,0.047487136,1.033463285,0.090988856,0.521900573,0.601739559,0.794068567
ENSG00000169045.13,HNRNPH1,6290.673359,0.043765315,1.030800623,0.083885295,0.521728091,0.601859663,0.794102646
ENSG00000002745.8,WNT16,41.89060772,0.114302357,1.082451479,0.219104108,0.521680575,0.601892752,0.794102646
ENSG00000169951.5,ZNF764,192.7561952,-0.045645971,0.968855912,0.087499892,-0.521668879,0.601900896,0.794102646
ENSG00000141905.13,NFIC,4183.534332,0.060820437,1.043058762,0.116642609,0.52142555,0.602070357,0.794223509
ENSG00000154839.5,SKA1,7.58089223,-0.107790352,0.928008322,0.20672954,-0.521407595,0.602082862,0.794223509
ENSG00000138041.11,SMEK2,2283.880145,-0.032876899,0.977469168,0.063065672,-0.521312114,0.602149364,0.794251637
ENSG00000140675.8,SLC5A2,11.06985318,-0.091426212,0.93859442,0.175477388,-0.521014205,0.602356876,0.794465743
ENSG00000115904.8,SOS1,1379.912434,0.041385674,1.029101779,0.079461874,0.520824288,0.602489182,0.794580632
ENSG00000105426.10,PTPRS,5582.108697,-0.056350787,0.961693593,0.108285825,-0.52038932,0.602792253,0.794920696
ENSG00000121570.8,DPPA4,1.932706829,-0.124200588,0.917512305,0.238751804,-0.520207957,0.60291864,0.795027729
ENSG00000070371.11,CLTCL1,251.8817588,-0.066142831,0.955188366,0.127296995,-0.519594594,0.603346167,0.795485826
ENSG00000047936.6,ROS1,141.1660098,-0.110189873,0.926466122,0.21207501,-0.519579712,0.603356542,0.795485826
ENSG00000172159.11,FRMD3,282.1119616,0.053315391,1.037646754,0.102659617,0.519341413,0.603522679,0.795645196
ENSG00000267673.2,FDX1L,268.4271017,0.0594467,1.042066033,0.114518515,0.519101214,0.603690162,0.795780259
ENSG00000010282.10,HHATL,3569.748741,-0.097530169,0.934631671,0.187895996,-0.519064647,0.60371566,0.795780259
ENSG00000145248.6,SLC10A4,83.17888782,-0.082917649,0.944146311,0.159901865,-0.518553357,0.604072242,0.796182862
ENSG00000132823.6,OSER1,715.535474,0.029782461,1.020858183,0.057445624,0.518446123,0.604147042,0.796182862
ENSG00000124839.8,RAB17,54.12115895,0.090145308,1.064477391,0.173886004,0.518416126,0.604167966,0.796182862
ENSG00000114767.6,RRP9,343.2285596,-0.040389158,0.972392615,0.077930861,-0.518269116,0.604270518,0.796182862
ENSG00000122870.7,BICC1,184.2585566,0.082776533,1.059054279,0.159717817,0.518267372,0.604271734,0.796182862
ENSG00000170540.10,ARL6IP1,13007.38257,-0.046131351,0.968530005,0.089015912,-0.518237135,0.604292828,0.796182862
ENSG00000177084.11,POLE,1010.721785,0.077238261,1.054996535,0.149130479,0.517924047,0.604511264,0.796410972
ENSG00000259494.1,MRPL46,344.0790535,-0.037780737,0.974152311,0.072977813,-0.517701686,0.604666421,0.796493254
ENSG00000170786.8,SDR16C5,215.0588156,0.082552894,1.058890123,0.159495582,0.51758734,0.604746217,0.796493254
ENSG00000112029.5,FBXO5,85.1836772,0.056409461,1.039874527,0.108988493,0.517572627,0.604756484,0.796493254
ENSG00000182851.2,GPIHBP1,705.1398526,0.113326524,1.08171956,0.218970555,0.517542295,0.604777652,0.796493254
ENSG00000179930.5,ZNF648,1.368109292,-0.12285542,0.918368192,0.237397231,-0.51750991,0.604800253,0.796493254
ENSG00000176716.2,OR10AB1P,8.208055253,-0.114636247,0.923615156,0.221580591,-0.517356899,0.604907041,0.796556564
ENSG00000261567.1,RP11-680G10.1,1.048176943,-0.119933148,0.920230292,0.231839464,-0.517311186,0.604938947,0.796556564
ENSG00000135407.6,AVIL,331.1295821,-0.066624565,0.954869469,0.128879857,-0.516950959,0.605190394,0.796827975
ENSG00000171612.5,SLC25A33,696.9381874,-0.049653533,0.966168329,0.096064036,-0.516879521,0.605240264,0.796833958
ENSG00000171722.6,C1orf111,10.56907519,-0.118849031,0.920922061,0.230087672,-0.516538022,0.60547869,0.797078215
ENSG00000075886.10,TUBA3D,44.34527054,0.075875121,1.054000186,0.146907037,0.516483914,0.605516471,0.797078215
ENSG00000242866.5,STRC,178.0656459,0.101994421,1.073256136,0.197522343,0.516369032,0.605596691,0.797112353
ENSG00000020129.11,NCDN,24570.32807,0.070293798,1.049930475,0.136144675,0.516316909,0.605633088,0.797112353
ENSG00000187959.5,CPSF4L,2.259158986,-0.123160667,0.918173903,0.23872601,-0.515908036,0.605918641,0.797385828
ENSG00000072954.2,TMEM38A,1265.007925,-0.063931526,0.956653562,0.123928755,-0.515873218,0.60594296,0.797385828
ENSG00000137101.8,CD72,36.25612819,-0.085164062,0.942677329,0.165102765,-0.515824566,0.605976943,0.797385828
ENSG00000112983.13,BRD8,2178.084772,-0.025974564,0.982156912,0.050407193,-0.515294787,0.606347041,0.797708898
ENSG00000114738.6,MAPKAPK3,449.1157269,0.056875571,1.040210547,0.110403178,0.515162447,0.606439509,0.797708898
ENSG00000139438.5,FAM222A,926.6199714,-0.101555233,0.932027719,0.197133989,-0.515158416,0.606442325,0.797708898
ENSG00000085231.9,TAF9,1820.857911,-0.042468427,0.970992174,0.082450722,-0.515076477,0.606499579,0.797708898
ENSG00000166313.13,APBB1,10003.48982,-0.04889043,0.966679512,0.094947949,-0.514918234,0.606610159,0.797708898
ENSG00000182931.5,WFDC10B,1.31804421,0.12275764,1.088814089,0.238403554,0.514915308,0.606612203,0.797708898
ENSG00000198060.5,38412,1066.031944,0.037203747,1.026123051,0.072253448,0.514906175,0.606618586,0.797708898
ENSG00000137500.5,CCDC90B,838.4680189,-0.046149677,0.968517702,0.089629541,-0.514893596,0.606627376,0.797708898
ENSG00000112531.12,QKI,14523.0934,-0.081361513,0.945165246,0.158017692,-0.514888632,0.606630845,0.797708898
ENSG00000185272.9,RBM11,296.0136538,-0.069402911,0.953032348,0.134812314,-0.514811362,0.606684845,0.797720238
ENSG00000166145.10,SPINT1,35.39055025,-0.111448557,0.925658176,0.216589532,-0.514561144,0.606859723,0.797822326
ENSG00000175189.2,INHBC,4.601222188,-0.114652061,0.923605032,0.222823917,-0.514541089,0.606873741,0.797822326
ENSG00000108061.7,SHOC2,1692.772167,-0.048281914,0.967087334,0.093867281,-0.51436362,0.60699779,0.797822326
ENSG00000125124.7,BBS2,3256.67956,0.0390992,1.027472086,0.07602646,0.51428411,0.607053369,0.797822326
ENSG00000270149.1,F11R,1.738708879,-0.12323763,0.918124923,0.239632411,-0.514277803,0.607057778,0.797822326
ENSG00000155330.5,C16orf87,391.6658031,-0.05156936,0.964886157,0.100280634,-0.514250436,0.607076909,0.797822326
ENSG00000174928.11,C3orf33,270.7811841,0.037785996,1.026537261,0.073478474,0.514245783,0.607080162,0.797822326
ENSG00000268656.1,AC110084.1,2.397461429,-0.121578322,0.919181507,0.236482489,-0.514111309,0.607174171,0.797886226
ENSG00000119705.5,SLIRP,1023.141476,-0.048000643,0.967275899,0.093387322,-0.513995283,0.607255288,0.797933177
ENSG00000166949.11,SMAD3,1597.051644,0.05615458,1.039690829,0.109287544,0.513824155,0.607374938,0.798030748
ENSG00000135678.7,CPM,605.3165949,0.094423543,1.067638727,0.183810422,0.513700704,0.60746126,0.798060283
ENSG00000253846.1,PCDHGA10,84.83485901,0.095656703,1.068551693,0.186235645,0.513632625,0.607508865,0.798060283
ENSG00000188386.5,PPP3R2,0.867056695,-0.120403075,0.919930595,0.23443092,-0.513597247,0.607533605,0.798060283
ENSG00000087495.12,PHACTR3,3312.790689,-0.043435685,0.970341389,0.084605856,-0.513388634,0.607679495,0.798192283
ENSG00000113248.3,PCDHB15,125.16612,-0.072957446,0.950687143,0.142140377,-0.513277418,0.607757278,0.798217438
ENSG00000118523.5,CTGF,617.6514516,0.096537142,1.069204001,0.188097151,0.513230216,0.607790292,0.798217438
ENSG00000111684.6,LPCAT3,556.5595789,-0.044918656,0.96934447,0.087538974,-0.513127512,0.607862128,0.798217438
ENSG00000101210.6,EEF1A2,17204.55579,0.082897729,1.059143251,0.161562022,0.513101582,0.607880265,0.798217438
ENSG00000152822.9,GRM1,725.7066304,-0.085033864,0.942762407,0.165752243,-0.513017875,0.607938817,0.7982347
ENSG00000118308.10,LRMP,370.5217932,-0.070506263,0.952303762,0.137508401,-0.512741491,0.608132162,0.798428933
ENSG00000182646.12,FAM156A,34.39749287,0.07586759,1.053994684,0.148013536,0.512571975,0.608250761,0.798525008
ENSG00000196236.7,XPNPEP3,504.9773769,0.04636781,1.032661775,0.090531895,0.512170987,0.608531346,0.798833712
ENSG00000162066.10,AMDHD2,352.3684454,-0.057222568,0.961112644,0.111741398,-0.512098192,0.60858229,0.798840936
ENSG00000204217.8,BMPR2,3594.324186,-0.057424328,0.960978243,0.112203648,-0.511786638,0.608800343,0.799067496
