"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1693","FADS3",5616,1.700476,0.0890414270147814,0.293676274598832,"FALSE"
"1694","PRAF2",1740,1.699019,0.0893156037284146,0.294187726544617,"FALSE"
"1695","EIF4E2",10977,1.698939,0.0893306777141831,0.294187726544617,"FALSE"
"1696","C4orf48",1698,1.698513,0.0894109811973027,0.294390610403917,"FALSE"
"1697","MARC2",1293,1.69821,0.0894681338364072,0.294517199927709,"FALSE"
"1698","PRKCB",15510,1.698099,0.0894890783032025,0.29452456895567,"FALSE"
"1699","VWA1",3609,1.69743,0.0896153947945755,0.29470314980052,"FALSE"
"1700","MAST3",9823,1.697253,0.0896488388581287,0.29470314980052,"FALSE"
"1701","VWCE",520,1.696594,0.0897734449545931,0.29490567302526,"FALSE"
"1702","SMIM14",4317,1.696017,0.0898826606479716,0.295141291324779,"FALSE"
"1703","MYRIP",11596,1.695815,0.0899209208715792,0.295141989164754,"FALSE"
"1704","AKAP5",5521,1.695719,0.0899391085431876,0.295141989164754,"FALSE"
"1705","LAMTOR4",14655,1.694849,0.0901040693642794,0.295578218738101,"FALSE"
"1706","CALR",4258,1.694151,0.090236593218769,0.295757085099168,"FALSE"
"1707","DKK2",566,1.693919,0.090280675976842,0.295831268107259,"FALSE"
"1708","HNRNPM",15031,1.693233,0.0904111255158642,0.296197080991944,"FALSE"
"1709","RPL37",5824,1.691597,0.0907228388941708,0.296847692931987,"FALSE"
"1710","KCNH8",7105,1.690778,0.0908792104906013,0.297050689054291,"FALSE"
"1711","TYMSOS",14392,1.690463,0.0909394110988674,0.297054737020169,"FALSE"
"1712","RPS12",11438,1.690317,0.0909673244774969,0.297054737020169,"FALSE"
"1713","YWHAG",5373,1.689946,0.0910382860484951,0.297109979381722,"FALSE"
"1714","LINC00926",8231,1.689828,0.09106086536383,0.297109979381722,"FALSE"
"1715","UBXN2B",7726,1.689802,0.0910658410725578,0.297109979381722,"FALSE"
"1716","SUFU",12645,1.689795,0.0910671807237974,0.297109979381722,"FALSE"
"1717","MIEF2",15684,1.689106,0.0911991182414061,0.297398001218976,"FALSE"
"1718","PLAC9",3251,1.688936,0.0912316953912448,0.297398001218976,"FALSE"
"1719","CPNE4",8185,1.688841,0.0912499043435297,0.297398001218976,"FALSE"
"1720","C11orf97",15453,1.688028,0.0914058541617586,0.297768278711199,"FALSE"
"1721","TMEM238",12409,1.686742,0.0916529723236181,0.29834113070816,"FALSE"
"1722","ITM2B",2021,1.686434,0.0917122373226827,0.298457630217845,"FALSE"
