"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"13557","MCAM",6939,-1.324229,0.185427002315898,0.436470048058575,"FALSE"
"13558","DMGDH",13429,-1.324234,0.185425342258752,0.436470048058575,"FALSE"
"13559","DHX37",12941,-1.324314,0.185398782839239,0.436470048058575,"FALSE"
"13560","PIP4P1",11840,-1.324922,0.185197023193173,0.436189548268736,"FALSE"
"13561","GPR107",11273,-1.324951,0.185187403848771,0.436189548268736,"FALSE"
"13562","MBNL3",4057,-1.325161,0.185117757555608,0.436178651415613,"FALSE"
"13563","FASN",3749,-1.325946,0.184857584672806,0.435846461616253,"FALSE"
"13564","ZNF514",2270,-1.326153,0.184789023676659,0.435815335199072,"FALSE"
"13565","OXNAD1",8008,-1.326284,0.184745644556795,0.435778303153068,"FALSE"
"13566","BCKDHB",2201,-1.3264,0.184707238802937,0.435752992950591,"FALSE"
"13567","TNNC2",4152,-1.32649,0.184677445305916,0.435747995855185,"FALSE"
"13568","KCNA3",6820,-1.32681,0.184571541675334,0.435693991555941,"FALSE"
"13569","WDFY4",2158,-1.326842,0.184560953784933,0.435693991555941,"FALSE"
"13570","C1orf198",3466,-1.327838,0.184231630400757,0.435344844841574,"FALSE"
"13571","G3BP1",1629,-1.328347,0.184063499671377,0.435216835874972,"FALSE"
"13572","HPCAL1",15468,-1.328505,0.184011332893015,0.435216835874972,"FALSE"
"13573","DNAJB11",9913,-1.32876,0.183927162769173,0.435216835874972,"FALSE"
"13574","RNF170",233,-1.328923,0.183873374845068,0.435155010812505,"FALSE"
"13575","ARHGEF28",13457,-1.329162,0.183794528952707,0.435043952739502,"FALSE"
"13576","PLPBP",6571,-1.330821,0.183247916349502,0.434262258116031,"FALSE"
"13577","ZBTB12",5069,-1.330916,0.183216651949907,0.434253527766263,"FALSE"
"13578","DLK2",12304,-1.330969,0.183199211423676,0.434253527766263,"FALSE"
"13579","ECI1",1739,-1.331603,0.18299067861016,0.434044627104092,"FALSE"
"13580","DDRGK1",555,-1.332266,0.182772795463283,0.433593139154648,"FALSE"
"13581","FECH",8403,-1.333529,0.182358265214459,0.432935899547897,"FALSE"
"13582","APOM",7033,-1.333728,0.182293014892178,0.432846255387927,"FALSE"
"13583","CHID1",141,-1.333935,0.182225159815415,0.432814227494389,"FALSE"
"13584","RARA",8843,-1.335799,0.181614979933581,0.431822388863521,"FALSE"
"13585","RASSF1",7756,-1.335837,0.181602556432311,0.431822388863521,"FALSE"
"13586","GNB1L",4341,-1.335885,0.18158686448999,0.431822388863521,"FALSE"
"13587","CSE1L-AS1",8369,-1.336737,0.181308499921059,0.431484632898591,"FALSE"
"13588","NRM",3536,-1.336936,0.181243528495951,0.43146044090849,"FALSE"
"13589","TCF12",9270,-1.337784,0.180966859059879,0.43096628880434,"FALSE"
"13590","DDIT4L",10890,-1.338599,0.18070125185683,0.430755671534564,"FALSE"
"13591","VWA5B2",8258,-1.338839,0.180623091443802,0.430634550996769,"FALSE"
"13592","INPP5D",5054,-1.339222,0.180498412460374,0.430402469209236,"FALSE"
"13593","EFNB1",13930,-1.339342,0.180459361703712,0.430374530449097,"FALSE"
"13594","ANKRD55",12796,-1.340054,0.180227789618108,0.430213242501077,"FALSE"
"13595","PSMB5",2405,-1.340115,0.180207960146857,0.430213242501077,"FALSE"
"13596","NSMCE4A",6575,-1.340238,0.180167981060446,0.430213242501077,"FALSE"
"13597","BAX",4299,-1.340261,0.180160506027684,0.430213242501077,"FALSE"
"13598","PLP1",12136,-1.340765,0.179996763151021,0.430028061437487,"FALSE"
"13599","ZBTB7B",8257,-1.341216,0.179850333043466,0.429833560074282,"FALSE"
"13600","LMBRD1",8432,-1.341514,0.179753627366744,0.429750646624002,"FALSE"
"13601","ADAP2",10420,-1.34152,0.179751680669558,0.429750646624002,"FALSE"
"13602","FOXL2",1685,-1.342064,0.17957524523167,0.429706957601304,"FALSE"
"13603","ADAMTS4",11566,-1.34445,0.178802914585264,0.428435837794093,"FALSE"
"13604","GRINA",12392,-1.344518,0.178780939754559,0.428435837794093,"FALSE"
"13605","CAT",5295,-1.345049,0.178609411269379,0.428232858296996,"FALSE"
"13606","FEM1C",611,-1.345081,0.178599078249066,0.428232858296996,"FALSE"
"13607","ENDOV",4103,-1.345169,0.178570664736424,0.428232858296996,"FALSE"
"13608","ADA",10229,-1.345189,0.178564207588968,0.428232858296996,"FALSE"
"13609","TAF1",2494,-1.346358,0.17818708907513,0.427806605289406,"FALSE"
"13610","SSFA2",8013,-1.347325,0.177875583834648,0.427319357259161,"FALSE"
"13611","CSNK2A1",10298,-1.347367,0.177862063326649,0.427319357259161,"FALSE"
"13612","CTPS2",7744,-1.348151,0.177609820927245,0.426941470305263,"FALSE"
"13613","HAPLN2",2955,-1.349114,0.177300352126789,0.426523154199585,"FALSE"
"13614","HIF1AN",13364,-1.350155,0.176966269244997,0.426044940254202,"FALSE"
"13615","FKBP5",3065,-1.352243,0.176297592081717,0.42506162875909,"FALSE"
"13616","CUTC",9077,-1.352389,0.176250906471356,0.42506162875909,"FALSE"
"13617","LYNX1",5657,-1.35348,0.175902335173674,0.424652294895661,"FALSE"
"13618","SGK3",5152,-1.353925,0.175760306678581,0.424374486835495,"FALSE"
"13619","TPM2",5098,-1.354115,0.175699691360148,0.424358282016494,"FALSE"
"13620","PLOD3",10728,-1.354529,0.175567667774299,0.424106779386321,"FALSE"
"13621","VPS25",2046,-1.355193,0.175356074344898,0.423723356439597,"FALSE"
"13622","ALOX5AP",3623,-1.355388,0.175293970864182,0.423638307176752,"FALSE"
"13623","WDR74",11517,-1.355616,0.17522137837642,0.423527878805147,"FALSE"
"13624","MTUS1",14764,-1.355882,0.175136715493866,0.42345325329406,"FALSE"
"13625","SAP30",9290,-1.357384,0.174659229412589,0.422558323156302,"FALSE"
"13626","RBM8A",9056,-1.357478,0.174629379140051,0.422551033434778,"FALSE"
"13627","HK2",2198,-1.357628,0.174581753614511,0.422551033434778,"FALSE"
"13628","C9orf139",3204,-1.357876,0.174503034016282,0.422551033434778,"FALSE"
"13629","MYO1D",1032,-1.358081,0.174437983390513,0.422551033434778,"FALSE"
"13630","CHMP4A",6098,-1.359,0.174146588705414,0.422096373024438,"FALSE"
"13631","GDF15",2544,-1.359152,0.174098427906861,0.422096373024438,"FALSE"
"13632","NPC1",9111,-1.359532,0.173978069433385,0.421947736172003,"FALSE"
"13633","ASCC1",13798,-1.361077,0.173489357239858,0.42092126230355,"FALSE"
"13634","ADD3",14505,-1.361271,0.173428064004818,0.42092126230355,"FALSE"
"13635","MT1B",1541,-1.363001,0.1728821954524,0.42019607400402,"FALSE"
"13636","TKTL1",11973,-1.363861,0.172611317321789,0.419926636469648,"FALSE"
"13637","KRTAP12-4",6866,-1.364511,0.172406794553818,0.419722751144985,"FALSE"
"13638","PIGO",403,-1.365553,0.172079307105625,0.419345099888263,"FALSE"
"13639","TMED10P1",13557,-1.36584,0.171989188431689,0.419190367160519,"FALSE"
"13640","OPALIN",7343,-1.366076,0.171915110340323,0.419089224372177,"FALSE"
"13641","FBXW11",8001,-1.366328,0.171836036367061,0.419089224372177,"FALSE"
"13642","NUTF2",3602,-1.366342,0.171831644166752,0.419089224372177,"FALSE"
"13643","LAMTOR1",9050,-1.366639,0.171738486570153,0.419089224372177,"FALSE"
"13644","ARL2",11777,-1.366716,0.171714340772012,0.419089224372177,"FALSE"
"13645","ITGB4",2304,-1.368437,0.171175329324403,0.418735722013866,"FALSE"
"13646","ZNF578",6660,-1.368503,0.171154683598517,0.418735722013866,"FALSE"
"13647","RPL28",14615,-1.369804,0.170748093099399,0.417977102899571,"FALSE"
"13648","MATN1-AS1",9171,-1.370572,0.17050841642516,0.417715110722599,"FALSE"
"13649","DGKD",12097,-1.370656,0.170482217088871,0.417715110722599,"FALSE"
"13650","LDHD",2039,-1.37083,0.170427956630132,0.417676237844907,"FALSE"
"13651","RPL19P12",10003,-1.37114,0.170331317762837,0.417645107134083,"FALSE"
"13652","KLK7",10052,-1.371782,0.170131312370292,0.41731072024774,"FALSE"
"13653","NUP153",9076,-1.371996,0.170064683035034,0.417277300044665,"FALSE"
"13654","ASB2",1907,-1.373173,0.169698571253492,0.416573745616813,"FALSE"
"13655","HECA",789,-1.373491,0.169599757219141,0.416396098146792,"FALSE"
"13656","LINC00320",9120,-1.373559,0.169578632774369,0.416396098146792,"FALSE"
"13657","ZBTB5",6450,-1.37407,0.169419951899824,0.416195071694086,"FALSE"
"13658","PTPRD-AS1",7752,-1.375018,0.169125864330173,0.415621466189881,"FALSE"
"13659","FAIM2",6279,-1.375295,0.16904000601354,0.415525592698063,"FALSE"
"13660","TMEM161A",6721,-1.375759,0.168896258850556,0.415381380131523,"FALSE"
"13661","HDLBP",396,-1.376775,0.168581822432831,0.414867270116431,"FALSE"
"13662","SLC9A9",7750,-1.377493,0.168359877520443,0.414450636579015,"FALSE"
"13663","CHST10",11002,-1.378071,0.168181368183302,0.414205481314889,"FALSE"
"13664","IDH3G",9755,-1.378753,0.167970922306702,0.413751904211362,"FALSE"
"13665","CA2",15670,-1.380033,0.167576484474457,0.41297413492727,"FALSE"
"13666","PGAP2",1288,-1.380106,0.167554010180252,0.41297413492727,"FALSE"
"13667","MMP17",10368,-1.380163,0.167536463332891,0.41297413492727,"FALSE"
"13668","PPP1R12C",8501,-1.380628,0.1673933695567,0.412781300496514,"FALSE"
"13669","STX5",9772,-1.381336,0.167175674095786,0.412309052104974,"FALSE"
"13670","ZNF17",8901,-1.382232,0.166900477543096,0.411888404218816,"FALSE"
"13671","RBM48",9971,-1.38298,0.166670998440079,0.41138656065826,"FALSE"
"13672","AGPAT4",8788,-1.383156,0.166617037842958,0.411317852122511,"FALSE"
"13673","THEMIS2",11882,-1.384253,0.166280999899068,0.411003821571558,"FALSE"
"13674","KLHL26",10139,-1.384546,0.166191333126512,0.410848198307217,"FALSE"
"13675","ZER1",969,-1.384909,0.166080294696022,0.410701152817475,"FALSE"
"13676","TMEM87A",7884,-1.385251,0.165975731034645,0.410636059890083,"FALSE"
"13677","DTNA",5758,-1.385416,0.165925301365813,0.4105758085816,"FALSE"
"13678","C1QA",961,-1.385516,0.165894743540053,0.4105758085816,"FALSE"
"13679","CAMKK2",4272,-1.385908,0.165774997685335,0.4105758085816,"FALSE"
"13680","CHSY1",14192,-1.386051,0.165731331077327,0.4105758085816,"FALSE"
"13681","FAM107B",10425,-1.386058,0.16572919377325,0.4105758085816,"FALSE"
"13682","CNTLN",7640,-1.387026,0.165433834818689,0.410326989480191,"FALSE"
"13683","GPBP1L1",2065,-1.387119,0.165405479260111,0.410321296825343,"FALSE"
"13684","MYBPC1",2963,-1.388931,0.164853732838047,0.409081485190708,"FALSE"
"13685","FN3K",13654,-1.388949,0.1648482588729,0.409081485190708,"FALSE"
