"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"11376","FAM35A",8419,-0.851194,0.394661595240455,0.602887775957327,"FALSE"
"11377","BIRC6",9576,-0.851208,0.394653819611061,0.602887775957327,"FALSE"
"11378","NPAT",2479,-0.851517,0.39448222395542,0.602787520980016,"FALSE"
"11379","FXN",1293,-0.851635,0.394416707428528,0.602745904926932,"FALSE"
"11380","C19orf47",12500,-0.851644,0.394411710675507,0.602745904926932,"FALSE"
"11381","MAGOH",2119,-0.852182,0.394113085460862,0.602398847741119,"FALSE"
"11382","TRIM65",13524,-0.852401,0.39399156532502,0.602271572431305,"FALSE"
"11383","EBF1",1019,-0.85249,0.39394218691168,0.602271572431305,"FALSE"
"11384","FAM35BP",14843,-0.852563,0.393901688313048,0.602271572431305,"FALSE"
"11385","SRD5A3",10460,-0.852593,0.393885045784066,0.602271572431305,"FALSE"
"11386","BRWD1",8319,-0.853099,0.393604405937101,0.601971964203949,"FALSE"
"11387","ZNF181",14262,-0.853113,0.393596642920054,0.601971964203949,"FALSE"
"11388","SUGP1",9797,-0.853148,0.393577235783077,0.601971964203949,"FALSE"
"11389","MLH1",2217,-0.853327,0.393477991200236,0.601971964203949,"FALSE"
"11390","LOC148709",12993,-0.853668,0.393288969441869,0.601957307656481,"FALSE"
"11391","PRKCQ-AS1",14862,-0.854159,0.393016896924241,0.60183340226339,"FALSE"
"11392","NKAIN1",10410,-0.854252,0.392965376690314,0.601813039197451,"FALSE"
"11393","MAN1B1-AS1",15477,-0.854358,0.392906659694322,0.601781649502636,"FALSE"
"11394","HIF1AN",9047,-0.854534,0.39280917906754,0.601690876974259,"FALSE"
"11395","NPY2R",2492,-0.854757,0.392685687737324,0.601618775267507,"FALSE"
"11396","MRPL9",10203,-0.854778,0.392674059721477,0.601618775267507,"FALSE"
"11397","CHPF",10421,-0.85548,0.392285471882291,0.601239633484539,"FALSE"
"11398","FAM78A",14191,-0.856115,0.391934172443676,0.600876684043396,"FALSE"
"11399","WDR25",10406,-0.856445,0.391751682771354,0.600655394413766,"FALSE"
"11400","RHOBTB2",6675,-0.856512,0.39171463813564,0.600655394413766,"FALSE"
"11401","C9orf129",14979,-0.856578,0.391678148483374,0.600655394413766,"FALSE"
"11402","SIRT4",6822,-0.857192,0.391338783009827,0.600314608192685,"FALSE"
"11403","ELAVL3",1079,-0.857362,0.391244853448224,0.600228999078465,"FALSE"
"11404","FAM196A",15055,-0.8577,0.391058140045847,0.600001014911505,"FALSE"
"11405","TBC1D5",5269,-0.858042,0.3908692721028,0.599932369352192,"FALSE"
"11406","TMF1",3847,-0.858303,0.390725173323171,0.599932369352192,"FALSE"
"11407","ZNF879",14368,-0.858338,0.390705852186355,0.599932369352192,"FALSE"
"11408","LOC101929122",15675,-0.858463,0.390636852864574,0.599932369352192,"FALSE"
"11409","REPS2",4866,-0.859527,0.390049830393753,0.599300331511054,"FALSE"
"11410","ST13P4",12859,-0.859571,0.390025566581334,0.599300331511054,"FALSE"
"11411","STXBP4",13761,-0.86048,0.389524503601095,0.598756546831908,"FALSE"
"11412","PSAP",2968,-0.861099,0.389183519915179,0.598362782760166,"FALSE"
"11413","PTPN22",7283,-0.861516,0.388953912820875,0.59822988740497,"FALSE"
"11414","RPL27",3251,-0.861861,0.388764012458208,0.597996226666128,"FALSE"
"11415","NCALD",11146,-0.862085,0.388640745059086,0.597967466377325,"FALSE"
"11416","APOL6",10891,-0.862221,0.38856591575043,0.597925170395868,"FALSE"
"11417","SUCLA2",4646,-0.862224,0.388564265202822,0.597925170395868,"FALSE"
"11418","CDK17",2618,-0.862386,0.388475141972198,0.597925170395868,"FALSE"
"11419","MVK",2303,-0.863248,0.388001127751668,0.597406391203796,"FALSE"
"11420","DCLK3",11642,-0.863326,0.38795825290832,0.597398796287677,"FALSE"
"11421","ANLN",8368,-0.863413,0.387910434373639,0.597398796287677,"FALSE"
"11422","ZNF622",11752,-0.863479,0.387874160639865,0.597398796287677,"FALSE"
"11423","SMPDL3A",6081,-0.863658,0.387775792283,0.597351516436341,"FALSE"
"11424","CD37",535,-0.86385,0.387670296758235,0.597305883399394,"FALSE"
"11425","EHBP1L1",13791,-0.864301,0.387422560984461,0.597157926842911,"FALSE"
"11426","CD3EAP",6030,-0.864323,0.387410478782179,0.597157926842911,"FALSE"
"11427","ACCS",11425,-0.864748,0.387177117691582,0.596934563256706,"FALSE"
"11428","KCNIP2",7760,-0.864762,0.387169431961511,0.596934563256706,"FALSE"
"11429","C5orf49",12678,-0.86543,0.386802820986736,0.596669973198409,"FALSE"
"11430","SLC50A1",9246,-0.866244,0.386356368870915,0.596273380501133,"FALSE"
"11431","RSPO2",14304,-0.866673,0.386121203164753,0.595968860291054,"FALSE"
"11432","SRSF5",3414,-0.866867,0.386014886537683,0.595863175346649,"FALSE"
"11433","C2orf88",11272,-0.866931,0.385979816932975,0.595863175346649,"FALSE"
"11434","ASAP1-IT1",7603,-0.867828,0.385488499263826,0.595459278025011,"FALSE"
"11435","RELB",3164,-0.867914,0.385441414196577,0.595459278025011,"FALSE"
"11436","COX6C",738,-0.868461,0.385142013535757,0.59540574137986,"FALSE"
"11437","MAP3K8",732,-0.868518,0.385110822744185,0.59540574137986,"FALSE"
"11438","ZNF69",4118,-0.868621,0.38505446435266,0.59540574137986,"FALSE"
"11439","RNF175",14132,-0.868707,0.385007411694022,0.59540574137986,"FALSE"
"11440","ATXN1L",14335,-0.869679,0.38447585162646,0.594945679003303,"FALSE"
"11441","LOC105373876",15715,-0.869819,0.384399326479269,0.594885727876556,"FALSE"
"11442","FAM131B",5217,-0.869983,0.384309694586744,0.594805479334344,"FALSE"
"11443","CFAP58",13240,-0.870001,0.384299857718768,0.594805479334344,"FALSE"
"11444","UBE2CP5",15614,-0.870222,0.384179095396251,0.59472026909979,"FALSE"
"11445","RALGDS",3116,-0.870251,0.384163250480209,0.59472026909979,"FALSE"
"11446","BEX4",9307,-0.870332,0.384118996108845,0.59472026909979,"FALSE"
"11447","RAD51D",3111,-0.87072,0.383907055470613,0.594474487449332,"FALSE"
"11448","RAB7A",4228,-0.871908,0.38325856903316,0.593996079282125,"FALSE"
"11449","GRID2",1518,-0.872035,0.38318928402258,0.593947162525648,"FALSE"
"11450","KIF13A",9968,-0.872205,0.383096552317065,0.593884719283861,"FALSE"
"11451","PAX9",2591,-0.87267,0.382842974066764,0.593585684557479,"FALSE"
"11452","GPR4",1473,-0.872858,0.382740481312089,0.593585684557479,"FALSE"
"11453","DENND4A",5628,-0.873216,0.382545355443397,0.593474886339175,"FALSE"
"11454","CFL1",612,-0.873405,0.382442366663695,0.593432055101989,"FALSE"
"11455","RAB30-AS1",15531,-0.873988,0.382124788795222,0.593056165557493,"FALSE"
"11456","LOC101926934",15631,-0.874196,0.382011524009465,0.593055752862259,"FALSE"
"11457","NOC2L",7272,-0.874351,0.381927133353206,0.593041687834934,"FALSE"
"11458","CDH3",568,-0.875174,0.381479237772842,0.59257997225073,"FALSE"
